kshkod,telnevclear,user_citycode,rrrdi_plain,residential_area_plain,ethnic_fractionalization,religious_fractionalization,fidesz_cv_14,gini_2016,gini_2011,population,income_pc_2011,income_pc_2016,fragmentation,user,popdensity_residental,sw,jaras_cv,stdist_new,fragm_relstdev_x_clc_new,gini_delta,gini_change,user_rate,county,county_id,km_to_any_border,pct_at_least_hs,pct_over60,pct_unemployed,foreign_2011,foreign_2015,foreign_delta,foreign_change,diversity,radii,d500l,d500div,d1kl,d1kdiv,diversity_com,radii_com,d500l_com,d500div_com,d1kl_com,d1kdiv_com,rrrdi_plain_scaled,stdist_new_scaled,diversity_scaled,radii_scaled,d500div_scaled,log_d500l,log_d500div,diversity_com_scaled,radii_com_scaled,log_d500l_com,log_d500div_com,z_rrrdi_plain,z_fragm_relstdev_x_clc_new,z_stdist_new,z_fragmentation,z_gini_2011,z_gini_2016,z_sw,z_ethnic_fractionalization,z_religious_fractionalization,z_fidesz_cv_14,z_jaras_cv,z_income_pc_2011,z_income_pc_2016,z_population,z_popdensity_residental,z_user,z_residential_area_plain,z_user_rate,z_km_to_any_border,z_pct_at_least_hs,z_pct_over60,z_pct_unemployed,z_foreign_2011,z_foreign_2015,z_foreign_delta,z_diversity,z_radii,z_d500l,z_d500div,z_d1kl,z_d1kdiv,z_rrrdi_plain_scaled,z_stdist_new_scaled,z_diversity_scaled,z_d500div_scaled,z_diversity_com_scaled,z_radii_com_scaled,z_d500l_com,z_d500div_com,ps0,ps1,ps2
684,Soskut,13743,.57477242,14200000,.13286109,.69466943,.0567124,.50662309,.49151739,3135,748497.88,1145993,.2734791,1175,.0002293,.2711423,.058110099,961.04132,2.161772,1.0307328,.030269958,.37480065,Pest,14,55.549999,52.099998,.28963155,.051628105,104800,1982634,17.918093,2.9401188,.064326897,1.1470642,6,.015073213,4,.011384537,.24969544,1.2887642,5,.21072519,4,.16482028,.034900788,58.355442,.0039059969,.069650948,.00091526133,1.7917595,.014960741,.015161769,.078255124,1.6094379,.19121951,.4064273879319298,.19172882439353,-.3826335247741564,-.3644662971963364,.4740651305519575,.6548037528627172,.2033364286040061,.0788831442894389,.2336333909018781,-.7759620581575487,-.4488228242822948,.2793820309882319,.64159936689569,-.4334868775258577,-1.258970624668101,-.352619440740873,-.0557703889683926,.4290749088362286,-.1948974566122152,1.886500131632937,.7841856512946615,-.3992504087036793,-.1069964678102409,-.1299555956806785,-.0690214402596345,-.3301031019910797,-.7916178752971124,-.4386915508283945,-.6300475541611693,-.291545669773333,-.3781608828105084,.4111830962559265,-.4112226721377769,-.3538838802300821,-.6333759557428991,.9567547677395847,-.738155715924441,-.0610669982562826,1.019915514177618,-.000027984375,.31644145,.19114907
685,Torokbalint,2042,.50016868,59200000,.1449502,.73791683,.096298501,.57361549,.58933407,13431,1095407,1351785,.3112528,5125,.0002293,.1600316,.058110099,1092.327,2.7279,.97332823,-.027033912,.38157994,Pest,14,58.48,30.9,.22924902,.047430828,109748654,56464171,-.48551378,-.66458648,.015509621,2.0932362,16,.0073808739,6,.0021355303,.075790681,2.2770033,9,.074023783,1,0,.027947955,61.036022,.00086663204,.11696389,.00041242153,2.7725887,.0073537687,.0042349603,.12723225,2.1972246,.071412139,.1298529198342165,.358091411688574,-.213520323673113,.2907888720455942,3.180483165347608,2.600516025739574,-1.057934322815118,.2175259249724433,.7294099615001872,-.0713324806041072,-.4488228242822948,1.986023533888096,1.514437895040158,.05257280790089,-1.258970624668101,.0066096930076664,2.881484898479788,.5055032578250621,-.1106671086824598,.0905190248320357,-.2715582835459987,-.5337005872476993,1.275315388177545,3.749732049546638,-.0726844598245583,-1.026865525014506,-.0868712089762321,.2550600491108586,-.7581197119735416,.0732720598636683,-.6010328719529003,-.0226530367234989,-.3504789240320867,-1.036589750072497,-.766239410019938,-.7870922011215407,-.2175084102882498,.6064094943123873,-.3473541415975214,-.26384413,.15422845,.34920165
704,Baracs,24553,.71933258,17400000,.0656773,.71557122,.1311976,.48416239,.46381271,3594,942225.13,1274359,.27368969,1140,.0002001,.28208861,.078434698,1986.665,3.281358,1.0438747,.042939503,.31719533,Fejer,7,110.82,27.4,.17322835,.037620299,0,0,0,0,.10924789,3.7320333,8,.12383328,4,.075812973,.21217139,4.822648,2,.21217139,2,.21217139,.043146197,119.16191,.0065527842,.22385062,.0074276286,2.0794415,.11674542,.012726226,.28926665,.69314718,.19241329,.9423475818237518,.5207307763211043,.9385042896748213,-.3608133391294212,-.2924755533211106,.0024602556096105,.3275931591116818,-.6916080548502636,.4732459899693594,.5498688527967383,.4125595748799781,1.232435557881356,1.186046140841192,-.4118181328084065,-1.331548308773462,-.3558024836981386,.1531010981390335,-.2203565704797504,1.393979978114154,-.2059873059758757,-1.251038180132268,-.8479584793311195,-.1083177117944912,-.2711410514949595,-.0725878240666648,.3110482372441726,1.133770233927194,-.2999412308405439,1.180732906558077,-.291545669773333,1.174361832142048,.9256720759216339,.9666927947282952,.2406407378082196,1.087362162416723,.5680580112754158,1.504984746120843,-.5616743676827851,1.03438024227095,1.338104,.61600441,.98449302
713,Cserszegtomaj,72758,.72086602,9721016,.1573315,.56874472,.043681499,.50118572,.4510318,2857,611991.63,796931,.28001639,593,.00028770001,.3691082,.037478901,571.78558,.21163259,1.1111982,.10543888,.20756038,Zala,20,82.370003,17,.23383084,.094527364,30940,28490,-.07918296,-.082493916,.1867719,1.079837,5,.1867719,2,.047096271,.14058378,1.2894998,3,.25993019,3,.25993019,.044802669,35.537144,.011608093,.067113131,.011608093,1.6094379,.17123693,.0087374467,.080143921,1.0986123,.23105632,.9480324546994439,-.3813398638045383,-.8840459481491112,-.2510648512908443,-.6461010558388933,.496881880832461,1.315394196452713,.3595197388131911,-1.209933543691218,-1.007911113166612,-1.32319927298299,-.3921691473073076,-.8388992059893795,-.4466108667011331,-1.113815256457377,-.4055488979159743,-.3481241542216326,-1.456360130944233,.5761120969000078,-1.08703465663133,-.1914484764043671,.9749292747218321,-.1079276422441791,-.2691122485811848,-.0726035844955765,1.417537966264564,-.8416914099313205,-.5080667108223198,2.228617617033922,-.6563633994103343,.4823796082417099,1.029031046781429,-.9283006532460836,1.376170407922192,2.191950429653082,-.0685249405298425,-.7180770195433823,-.3948052445406176,1.512057569746915,.071227141,-1.033096,-.70735747
714,Piliscsaba,2342,.72124761,13200000,.2542266,.70001829,.1169099,.5603475,.55737531,7579,996022.38,1313003,.4456282,2720,.00063660002,.2164582,.056830201,1157.45,3.000185,1.0053325,.0053183027,.35888639,Pest,14,22.93,40.5,.23552614,.080358334,269891,310944,.152109,.14159417,.028698621,1.6770523,17,.017047172,7,.0041248058,.073870078,1.6976291,5,.059985258,1,0,.043989975,70.594604,.001750372,.10228593,.0010397326,2.8332133,.016903499,.0045054466,.10354094,1.6094379,.058255002,.9494470990866705,.4381051776144526,-.1296334585245487,2.621780394594953,2.296239650906946,2.215163391411601,-.4174089879612016,1.470752342662943,.2949512959296723,.2955488323757578,-.503066531603085,1.497094550612896,1.349949363909216,-.2236918850980734,-.2466114530922182,-.2121108301987228,-.1210427286894633,.2496605565340274,-1.132642703480395,.9037935645075039,-.1618073188742971,.521056790181322,-.1049151177090589,-.2489984016802606,-.0725575485751585,-.8386206985949528,-.396861623626447,.324435209104784,-.5971824826983923,.2556809246821689,-.5530975885390168,.9783213304009246,-.1338750227514077,-.8380829941694017,-.6004873860417304,-.7439243573798821,-.4693569301900764,-.0610669982562826,-.4877656461532282,.59711373,.81733549,.95490932
724,Apc,32151,.47041121,5565968,.1255458,.60694581,.054731701,.43644091,.41579869,2619,618084.81,999544,.1848909,699,.0004585,.3728883,.045440499,584.14642,0,1.0496447,.048451733,.26689577,Heves,10,52.400002,53,.22549179,.042757276,50000,0,-.99997997,-10.818421,.11506985,2.0051639,7,.10342605,5,.077530809,.21217139,3.4451911,2,.21217139,2,.21217139,.03028623,37.60878,.0074084797,.12909737,.0066588232,1.9459101,.098419935,.013660115,.22180986,.69314718,.19241329,.0195346327814282,-.4435302960147073,-.8681235658512414,-1.901193792777084,-1.620940202230901,-1.383551551920603,1.358303883819784,-.0050116259095799,-.7720064899514446,-.8112183601401262,-.9857766365673836,-.3621933238911588,.0204560298941099,-.4578465121101819,-.6892855969361235,-.3959088249596844,-.6193338588349878,-.787424177284589,-.2854521922967376,1.962744745964331,-.3372505607992677,-.683407135179678,-.1076873472981886,-.2711410514949595,-.0727868582181614,.3941442643403016,-.1524709729273611,-.3693163908344692,.840966553025121,-.1091368049548324,1.215756270228994,.1232483913318797,-.8813559841954917,.4328481016201999,.8842236292670016,.7171006091906305,.7878910265449621,-.5616743676827851,1.03438024227095,-.53606302,-.90600604,-.69037032
726,Lepseny,55558,.65642363,9903680,.0493844,.70373541,.053562801,.43981391,.43868351,3242,657911.13,987272,.2192131,918,.0003058,.3031289,.051123101,845.48761,0,1.0025768,.0025735137,.28315854,Fejer,7,128.923,25.4,.2548596,.071274295,122200,898010,6.3486385,1.9945151,.17437537,.38819113,2,.016328668,1,0,.2601184,.40321106,1,0,1,0,.040750351,52.48732,.010825109,.024098651,.001013673,.69314718,.016196789,.01614798,.025031079,0,0,.7091285833668066,-.4435302960147073,-.5314818542357429,-1.305811257642663,-.9877569746396517,-1.285586983635325,.5664315663264603,-.8784616910688543,.3375634100745628,-.8320246775398916,-.7449407019059717,-.1662652467039137,-.0315939740778079,-.4284355579512013,-1.068827059853406,-.3759920704556515,-.336201247558823,-.6040808081098725,1.914397112942675,-.375419495008968,.1762238077211067,.2300703834639366,-.1067771009655276,-.2071928133553016,-.0713242028760377,1.240603968558544,-1.356856828171146,-.7161921908040957,-.6091450838367969,-.8387722642288349,-.6524924385143992,.7761784113156022,-.5441982640773391,1.200295511289969,-.6073730073731993,1.114147565654477,-1.303949516145508,-.7285434908249525,-1.087730383880574,.16403474,.44562021,-.53014374
735,Mako,3143,.51032281,23300000,.070594802,.76884753,.1366886,.46818441,.45990559,24467,643152.88,992907,.33079419,10645,.001012,.1370285,.077778101,1332.255,0,1.0180011,.017840978,.43507582,Csongrad,6,5.0300002,29.299999,.31767955,.064917125,5696239,5707253,.0019335562,.0019316892,.054851692,3.7002199,6,.017347414,4,.0075023277,.081338346,3.7139993,4,.035802845,2,.011150775,.030082757,78.534416,.0032334242,.21812236,.0010226038,1.7917595,.017198665,.0047947722,.21893464,1.3862944,.035176821,.1674967793342419,-.4435302960147073,.0955383686302641,.6297705596307016,-.4005786392184371,-.461600567722656,-1.31905353419646,-.6352121269436598,1.083991155562727,.6476082949458846,.3847321441086111,-.238869396162859,-.0076938948420064,.5735668530028313,.686459070138652,.5086210394106886,.5382079024933505,1.108605667827621,-1.647223959090537,-.0450267587110635,1.274584364348408,.0264329533952007,-.036503575233403,.1352784471378808,-.0725874392152463,-.4653414314816731,1.110074356528537,-.4386915508283945,-.5921836657625472,-.291545669773333,-.471709931347734,.1105522502500624,.0460464484492117,-.5049579987726268,-.6050132555731385,-.6977498916963673,.7573261990997773,-.2279361213984501,-.7296349903399954,.110732,.39815944,.37023613
738,Solymar,2003,.83579969,49400000,.2495937,.71998781,.10981,.5833621,.60034537,10231,1220241,1466754,.36011171,3449,.0002083,.2094616,.056830201,1128.463,2.6637111,.97171086,-.028696988,.33711269,Pest,14,33.07,22.5,.2831094,.084452972,447270,108885,-.75655472,-1.4128631,.042270355,1.7954743,11,.02377094,7,.01513334,.091846764,1.8193381,6,.066391602,4,.039948329,.04717911,63.699329,.0023860715,.10135069,.0013418188,2.3978953,.023492809,.005184554,.10269775,1.7917595,.064280614,1.374119941207476,.3392288210637721,-.166972435641223,1.138337697762714,3.48514683664815,2.88359440901875,-.4968307633938773,1.417620463576417,.5238765310579552,.1691712124812269,-.503066531603085,2.600152335985769,2.002063131892131,-.0984946933972445,-1.311166896653128,-.1458125926031063,2.241815969213295,.0041880541287618,-.8411425029210792,-.6210961367903264,.6701506965265642,.6522191566237453,-.1026788492292656,-.2633872359362947,-.0727384073097301,-.6449131678960608,-.3086561684448349,-.0918157508587679,-.4852363791260553,.2556809246821689,-.2878265307804155,1.177313894757956,-.2901265925682861,-.6952913953872884,-.5206682854000053,-.6355432798262162,-.4783203878372729,.1058021248858849,-.423690222789648,.62733614,.80367422,.89988023
740,Paszto,4142,.4743872,11600000,.098204799,.59287113,.18290859,.4838475,.4631564,9573,697910.38,1027333,.34170079,3327,.00082209997,.2180364,.059189402,1217.783,1.966442,1.0446742,.043705028,.34753996,Nograd,13,41.619999,19.6,.22334683,.091093116,72000,71820,-.0024999653,-.0025030954,.02464791,5.8903422,26,.021100847,14,.016092012,.092308886,6.7619576,4,.03525975,2,.013847095,.029163418,74.864403,.0015152545,.36211458,.0012971952,3.2580965,.020881306,.0056747794,.41569796,1.3862944,.03465236,.0342745997439935,.1343290716180067,-.0519166344483338,.818965974145089,-.3106344244024214,-.006685377666017,-.3994941199051074,-.3185693997433728,-.9333548689821131,1.470320590131436,-.4030806185713733,.0305136075129288,.1383192600420584,-.1295579483516734,.2144555136291179,-.1569077709112891,-.2254784722431764,.1217430697241551,-.5953509208299136,-.8667727785716847,-.3747536465145129,.8649209815544617,-.1074099869198154,-.2660266736336994,-.0725883216550928,-.8964359549873063,2.741364901912333,.9488116490501117,-.5296915849591918,1.532542978411673,-.2647255549365023,.0531882724656792,-.0371185231709403,-.890895377043114,-.5324590160457533,-.5573065283144625,2.849002356423442,-.2279361213984501,-.7350669575378525,.011363029,.27583545,.49973735
741,Kengyel,72761,.0919258,4077712,.0055078999,.68035591,.14403,.40704381,.42871329,3721,513236.59,849062,.25392941,784,.00094589998,.42444071,.100596,1555.075,2.049077,.94945461,-.05186756,.21069606,Jasz-Nagykun-Szolnok,11,100.521,23.5,.19385797,.09980806,0,0,0,0,.16959888,1.002943,3,.041227773,2,.02086072,.2664358,1.1019392,3,.1900541,2,.10008048,.0060393875,102.1661,.011142393,.065891854,.0027086029,1.0986123,.040400568,.017504433,.072395757,1.0986123,.17399877,-1.383604223161852,.1586122364132327,.3825596724617457,-.7035922213085694,-1.263615639878827,-2.237354324964215,1.943500015323563,-1.381655334253167,.0695470624239641,.7782846519709362,1.351783912297397,-.8780008040889592,-.617792723178098,-.4058226413506368,.5221649953224669,-.3881785777777538,-.7164758100589096,-1.421009058662844,1.097909014404925,-.5363800422737802,-.8903446078429587,1.144084295668697,-.1083177117944912,-.2711410514949595,-.0725878240666648,1.172429729668515,-.8989650745848532,-.6468170308101704,-.1945920984611482,-.6563633994103343,-.1498146691348619,-1.389682503073094,.5815562807170317,1.271564211753216,-.1595281048972313,1.330628507191154,-.8004432362339055,-.3948052445406176,.8131660179999067,-.57143152,-.41550246,-1.1683185
748,Gyorujbarat,14943,.49064481,28800000,.047855701,.64658958,.082419798,.54505062,.55300069,5935,1118188,1570123,.35438669,1760,.0002161,.24728429,.067594297,1421.54,.40796661,.98562378,-.014480562,.29654592,Gyor-Moson-Sopron,8,54.730999,23.4,.2361111,.069444448,57935,144817,1.4996203,.91613883,.021172037,1.9730051,16,.01731714,2,.0004950774,.16957426,2.1320455,4,.11682825,4,.11682825,.02856591,82.76371,.0012326606,.11487065,.001008224,2.7725887,.017168907,.00987281,.12413016,1.3862944,.11049274,.0945455879428345,-.323645076530252,.2105491984490945,1.039026454533952,2.175201399690733,1.770884349536952,-.0674872687147188,-.8959934355932069,-.3175410462887534,-.3183723389105713,-.0468704324859702,2.098096112196787,2.440488560556829,-.30130281388999,-1.291779706815605,-.2994171513122919,.8972057709592392,-.4531540120405111,-.2184417120161002,-.5448516840420602,-.1515797256599135,.1714553953303743,-.1075873084526254,-.2608284803624879,-.0722893424312826,-.946046620541865,-.1764241690681077,.2550600491108586,-.5926876999310696,-.6563633994103343,-.6405626298136634,.0159055106596323,.1418850898354246,-.9543719627026512,-.6088127897170103,.1126715754368188,-.250484962339183,-.2279361213984501,.0807705414834118,.11157481,.40077144,.61931938
759,Tiszavasvari,8945,.58557951,14400000,.24105451,.76557648,.32324901,.4824456,.45884421,13514,599741,881852,.3304885,4455,.00086889998,.2113827,.062714301,1281.228,0,1.0514365,.050157364,.32965812,Szabolcs-Szatmar-Bereg,16,84.540001,42.099998,.18167202,.081993572,44021488,24714412,-.43858299,-.57729131,.11944448,.67678136,3,.034371786,1,0,.1254881,.68113506,3,.041227773,1,0,.035526834,77.731499,.0072466405,.041060004,.00208532,1.0986123,.033794273,.0076133041,.041324142,1.0986123,.040400568,.4464919642801383,-.4435302960147073,.0298089316217769,.6244679285958373,-.4299451833420317,-.0474018824251991,-.4750234106694594,1.319689428988023,1.046492795763528,3.968369333676627,-.2536908877549741,-.4524368761007276,-.4787184377935491,.0564911212158104,.3307786526542587,-.0543228436028454,-.0427159210241785,-.0798533950237732,.6384942408384638,1.039339186467476,-1.103406873912469,.5734379185519847,.4466739503977559,1.488798263276166,-.072675118807528,.4565827813769066,-1.141903312818887,-.6468170308101704,-.3087395719622713,-.8387722642288349,-.6524924385143992,.4502465186091637,.0278517985408788,.396495585571609,-.3242158028370643,-.2479307265286127,-1.130747454441299,-.3948052445406176,-.6753755675688854,.33806655,.45485836,.06187851
761,Dunavecse,17144,.58661628,5392010,.083164297,.77373791,.046835601,.4814994,.46359569,4088,608875.88,921540,.24041361,1222,.00073019997,.30478179,.093839601,669.01147,0,1.0386193,.037892215,.29892367,Baranya,3,106.7,22.6,.31178707,.062737644,174579,175529,.0054416312,.005426879,.1300592,5.169425,6,.074705191,3,.030924829,.21072519,5.65417,2,.085467085,1,0,.037845165,43.160835,.0083906837,.33350205,.0048195566,1.7917595,.072046384,.013594798,.36477506,.69314718,.082010388,.4503355013734561,-.4435302960147073,-.7588062535065608,-.9380489546396048,-.2984801350672783,-.0748829264217823,.585194384393084,-.4910600249053639,1.140053181591716,-.951768325135062,1.065438964449768,-.4074972775854034,-.3103872319886702,-.388497087295507,-.0139653197192188,-.3483450687696879,-.6306885045081859,-.426347728291857,1.275539968328786,-.6126244950220463,1.171558610183199,-.0433817413652221,-.1061167437264909,-.2586414464878705,-.0725867409745267,.6080851900629924,2.20439698119677,-.4386915508283945,.3627839133907709,-.4739545345918336,.0926986960017281,.59490342521429,-.7555426771198354,.6534719667902726,.3982411819687307,.7066763847908905,2.307670690758896,-.5616743676827851,-.2328997244739903,-.11358911,-.29722401,-.46083272
768,Dombovar,2102,.82987869,16000000,.1156288,.63362831,.081763797,.46592951,.46724179,19799,667979.5,946859,.301882,9184,.0012198,.14285441,.074520499,1585.9871,3.6976731,.99719143,-.0028125222,.46386182,Tolna,17,84.330002,38.099998,.21837893,.028394425,479008,440530,-.080328345,-.083738573,.014446496,2.4270365,12,.0085369265,5,.0042576198,.05018393,2.5719147,13,.056314617,4,.016023405,.050028559,95.609932,.00087089522,.14631191,.00051464164,2.4849067,.0085006934,.0030252971,.15504578,2.5649493,.054786075,1.352169309508269,.643069278797366,.4223785220968844,.1282348229518616,-.1975987090069385,-.5270914729754033,-1.25292087598446,-.1187438183004039,-.4661255382032383,-.3300491115437222,.2466708019398858,-.1167332355705675,-.2030001678943916,.3531971354841776,1.20295349509483,.3757517319659757,.0617198225295346,1.433133591474687,.6324572803921403,.7004748084012916,-.4616136755990695,-1.143488240942892,-.1022787190615926,-.2397704461034121,-.0726038124709148,-1.042039368298254,.1617565881591858,-.0224405908648426,-.7388722308483601,-.1091368049548324,-.549897187551274,1.35511100825212,.4329891151361912,-1.035632147709394,-.739230179692509,-.9801465064398267,.0781609476930759,1.273885986881057,-.5244789124412432,1.2643777,1.4646719,1.6214999
780,Isaszeg,9943,.29174829,11700000,.1303242,.67626482,.0835962,.48105109,.4630039,11199,778144.13,1101197,.3129701,4242,.00097180001,.179932,.0810415,881.49408,0,1.0389785,.038237978,.37878382,Pest,14,75.949997,33.099998,.2153025,.029116791,158000,159500,.0094936108,.00944883,.030760596,3.3576651,23,.027108841,12,.021341043,.14567962,3.4840984,7,.14156525,2,.023902999,.017926052,54.162132,.0018900405,.20630689,.0016656636,3.1354942,.026747905,.0089510744,.2140754,1.9459101,.13240035,-.642812939871648,-.4435302960147073,-.4851008005670569,.3205786261766246,-.3148537933663242,-.0879037253395624,-.8320353993337296,.049789019497787,.0226479767712077,-.2974324734053442,.5230391515234031,.4252286432828642,.4516032800373107,-.0527967742545588,.5865404541026031,-.0736939335999185,-.2189512382710693,.4739804067037066,.3915526205238542,.276894335818561,-.5154028539327965,-1.120348914835804,-.1063257599861749,-.2597828884641743,-.0725859344760471,-.8091904170078877,.8549258645064602,.7406861690683358,-.4296626192821011,1.167725248774672,-.1382404151924434,-.6479899659722406,-.5062458910012546,-.8067104915570322,-.4351000216162794,-.0344313622791116,.7056704637641261,.2726712480280524,.328186799562543,-.81616801,-.48970175,-.23626898
786,Dunapataj,23355,.4727222,4337937,.098060101,.70969337,.0057747001,.46132511,.46951479,3380,457413.5,762873,.2440795,1048,.00073049997,.3505629,.072133899,635.95142,0,.98255712,-.017596802,.31005916,Baranya,3,77.330002,55.299999,.25045609,.049778473,3000,0,-.99966675,-8.0066185,.065495603,2.969754,4,.027064707,3,.021178748,.12178934,3.0021076,2,.082695402,2,.082695402,.030931428,41.611935,.0042855456,.19431862,.0017709133,1.3862944,.026704935,.0079689892,.19643562,.69314718,.079453677,.0281020479925424,-.4435302960147073,-.8013919433442802,-.8744571894348141,-.1347089197734225,-.6608206088657969,1.104877624060004,-.3202288524170567,.405863871978175,-1.682649239598179,.145523662761117,-1.152626063986692,-.9833515393723307,-.4219207719577193,-.0132196530071109,-.3641693394715223,-.699490315454994,-.3008083483251234,.4312243882089039,2.157591698719136,.0992318324522214,-.4584991646243925,-.1082798899247131,-.2711410514949595,-.0727867958749566,-.3134223250540992,.5659942097117542,-.5774418708162451,-.4303974119720026,-.4739545345918336,-.1421511935283434,.163506823915925,-.7906418061369863,-.2686291985840105,-.4072902935915971,-.1911657161570056,.5181521830324161,-.5616743676827851,-.260621737360106,-.4434514,-.18061988,-.22650336
792,Szentgal,39159,.39901659,5036603,.1077437,.7147826,.082416803,.4615593,.43258381,2890,623612.38,997905,.22229099,773,.00053129997,.36053661,.052319702,476.63779,0,1.0669824,.064834468,.26747406,Veszprem,19,107.65,11,.11413044,.092391305,6400,3400,-.46867678,-.63238472,.054499462,5.9277649,19,.08393579,14,.072747067,.25993019,6.7267475,1,0,1,0,.025856035,30.885841,.0035315324,.38411558,.0054389886,2.9444389,.080598667,.016843319,.43588918,0,0,-.2451428572143975,-.4435302960147073,-1.00660878464784,-1.25241944469661,-1.156525136566545,-.654018944444078,1.218093920259427,-.2091733509513046,.4642053587897971,-.3184256520569423,-.6942272483782742,-.3350001286346981,.0135044363062698,-.4450529830939961,-.508338588237426,-.3891789627071801,-.6538867509514325,-.7809047106013081,1.302850278149522,-1.595331223730607,-2.284321584521053,.9065055039544483,-.1082370251389645,-.270898933913112,-.0726811086192659,-.4703687618575105,2.769238790384234,.4631855290926346,.5164670418529733,1.532542978411673,1.10048312654039,-.1531826258237219,-1.033702291284754,-.4379965673539207,.5619113397984676,1.225119018530222,3.063643470251679,-.7285434908249525,-1.087730383880574,-.83925438,-1.007661,-.46324447
807,Szendro,43157,.73151988,4720778,.32442451,.62288839,.1242003,.47058591,.49073371,4290,417831.09,683060,.2198378,644,.00086049997,.3474319,.12664621,719.31708,0,.95894355,-.041923072,.15011655,Borsod-Abauj-Zemplen,5,30.110001,33.299999,.22442941,.074809805,250,1350,4.3824701,1.6831474,.1300592,2.1063814,7,.074887499,6,.06426394,.21072519,2.2020562,2,.058588047,1,0,.047601797,46.807732,.0084632719,.13706742,.0048731137,1.9459101,.072216004,.013712406,.14329322,.69314718,.056935988,.9875289194076086,-.4435302960147073,-.6940060414456271,-1.294974648455054,.4523820103106466,-.3918519140236838,1.069336119908307,2.275810673270307,-.5892451187126948,.4253174070950645,2.455824684382874,-1.347354228865298,-1.321867426514661,-.3789609512760623,.3099001293925194,-.4009107496068159,-.6745013876438396,-2.103970903707094,-.9262352424393885,.293837619355121,-.3558254603870882,.3433223362039552,-.1083145599720097,-.2710449165727554,-.071715545373432,.6080851900629924,-.077080133168723,-.3693163908344692,.3658192206127173,.0732720598636683,.8960664453426989,1.203688265664086,-.6729015537439085,.6697768202537939,.41239237189406,.7254459043024478,-.0467736735403062,-.5616743676827851,-.5017403697151305,.37532288,.11929163,-.064131536
819,Bordany,19744,0,3440818,.0267088,.53602183,.061725199,.50018221,.4789151,3266,543534.81,756196,.37300989,1090,.000948,.33025581,.027782099,572.92548,0,1.0444069,.043449156,.33374158,Csongrad,6,33.810001,57.299999,.27470496,.055409145,5,5,0,0,.090277068,1.5767491,4,.025993668,4,.025993668,.2601184,1.6518359,2,.075093538,1,0,0,38.065052,.0059979903,.10475889,.001727014,1.3862944,.025661575,.017282214,.10974764,.69314718,.07240767,-1.72439585671384,-.4435302960147073,-.8825776170618358,1.362080603896077,.1253813278975068,.467736341966577,.8743620838546204,-1.138514740867786,-1.585059949627923,-.6867346168295528,-1.734162100785518,-.7289467900652898,-1.011671118619438,-.4273025516914653,.5273846623072223,-.3603496879228036,-.7580473715932212,-.0338173052479649,-.8198692632098903,2.327023887752228,.523205381058077,-.27813345858401,-.1083176487580416,-.2711406954396921,-.0725878240666648,.0402802035502953,-.4715714299993629,-.5774418708162451,-.4482294852656742,-.291545669773333,-.0261267832665758,-1.766522331373092,-.8710165510860001,.1160222329787497,-.4188896356471089,1.295163789834033,-.4033771347518509,-.5616743676827851,-.336654597741893,-1.8650216,-1.406476,-1.616467
824,Nagyszenas,20547,.50502652,8129153,.022480899,.77065581,.066848502,.47506991,.47037721,5312,583281,903985,.27301869,1656,.00062369998,.30097201,.062720403,844.46338,0,1.0099765,.0099270698,.31174698,Bekes,4,56.650002,24.9,.29383886,.033175357,51300,60400,.17738445,.16329542,.11077839,.64400685,4,.03014452,2,.0084048817,.14708085,.67316061,2,.050040241,2,.050040241,.031740781,53.074295,.006962392,.040475655,.001894575,1.3862944,.029699104,.0092439922,.042307962,.69314718,.04882849,.1478621251143417,-.4435302960147073,-.5328011979911278,-.3724530717754158,-.1108472627326918,-.2616196888311451,.5419477498045937,-1.187002036559004,1.1047208561693,-.5955402254259318,-.2534322761398987,-.5334128929112735,-.3848443554996722,-.3307137680489706,-.278674977035576,-.3088753360995952,-.4520287767470353,-.2817801337229315,-.1632750791854869,-.4177775422672411,.8577474122711947,-.9903420320090808,-.1076709578212847,-.2668399038644929,-.0725525177958806,.33289283340507,-1.166315074399081,-.5774418708162451,-.3791206418770461,-.6563633994103343,-.4499612173819582,.2140080353018685,-.530897013741464,.3326473391650371,-.3746156287853984,.0123163807521916,-1.120289044349653,-.5616743676827851,-.5872344049610929,-.22407435,-.0069154371,-.37360716
