kshkod,town_name,district_name,county,Fragmentation,Fragmentation_scaled,SPB,SPB_norm,ADC,ADC_norm,SCA,SCA_norm
1520,Bekescsaba,Békéscsabai,Bekes,0.27188599,-0.39210179,0.8542757,1.2476361,3015.9951,2.1310303,0.0024833591,0.83810806
1525,Labatlan,Esztergomi,Komarom-Esztergom,0.26199639,-0.56365538,0.53662473,0.37261084,927.47803,-0.39089417,0.020911099,0.52222723
1529,Ujszasz,Szolnoki,Jasz-Nagykun-Szolnok,0.32927951,0.60349572,0.55749238,0.36862135,1034.9969,-0.29401508,0.053042848,0.014957372
1534,Fertoszentmiklos,Soproni,Gyor-Moson-Sopron,0.45398971,2.7668264,0.66302121,0.83172119,1110.774,-0.15275931,0.042002868,0.17819498
1535,Nyergesujfalu,Esztergomi,Komarom-Esztergom,0.3011038,0.11473552,0.62557048,0.72994286,893.78418,-0.43823516,0.012090542,0.67089379
1544,Szentendre,Szentendrei,Pest,0.34640291,0.90053302,0.33733481,-0.54829413,1308.877,-0.016972149,0.0026493219,0.83469713
1560,Gesztely,Miskolci,Borsod-Abauj-Zemplen,0.1959687,-1.7090286,0.26354659,-0.68217349,2783.6909,2.4259076,0.013159887,0.64592689
1564,Tiszacsege,Balmazújvárosi,Hajdu-Bihar,0.248511,-0.79758453,0.0168541,-1.7013955,1092.572,-0.20034462,0.072763249,-0.31542265
1574,Egyek,Balmazújvárosi,Hajdu-Bihar,0.22351611,-1.2311676,0.28126031,-0.66758364,1725.347,0.71462339,0.070622973,-0.29327264
1586,Szentlorinc,Szentlőrinci,Bacs-Kiskun,0.36630791,1.2458223,0.45874971,0.068282455,681.63379,-0.74350756,0.010852213,0.69141245
1601,Melykut,Jánoshalmai,Baranya,0.32526901,0.53392619,0.62205893,0.63434994,1024.39,-0.29773736,0.019005261,0.5645963
1605,Sajoszentpeter,Kazincbarcikai,Borsod-Abauj-Zemplen,0.29162171,-0.049748916,0.68099523,0.86494833,1241.387,0.0084934449,0.049939089,0.058052041
1618,Aszod,Aszódi,Pest,0.2852568,-0.16016017,0.54805201,0.32311472,1023.9,-0.31579447,0.0066959681,0.76709986
1620,Zahony,Záhonyi,Szabolcs-Szatmar-Bereg,0.31627929,0.37798271,0.0,-1.7665223,527.34479,-0.94028598,0.016328668,0.58879274
1632,Felsotarkany,Egri,Heves,0.2310221,-1.100962,0.1865052,-1.0113455,958.32489,-0.32437444,0.04818685,0.048987199
1643,Totkomlos,Orosházi,Bekes,0.27489349,-0.3399311,0.35318509,-0.3926706,2143.6721,1.2947445,0.064837024,-0.19279122
1660,Balatonszabadi,Siófoki,Somogy,0.1946841,-1.7313124,0.0,-1.7665223,1141.7629,-0.0671639,0.18243347,-2.2294862
1683,Koszeg,Kőszegi,Vas,0.29509139,0.010439075,0.58529729,0.53025407,1266.823,0.071777076,0.0097262999,0.71358949
1718,Ecsed,Hatvani,Heves,0.31574139,0.36865178,0.0,-1.7665223,740.06073,-0.66476601,0.16482028,-1.9003768
1720,Nyiregyhaza,Nyíregyházi,Szabolcs-Szatmar-Bereg,0.31629911,0.37832648,0.9352591,1.3776584,4451.4238,3.7012017,0.00047124783,0.86850333
1723,Nagymagocs,Szentesi,Csongrad,0.2505435,-0.76232702,0.46625221,0.09775953,687.40387,-0.73541003,0.033457913,0.30870995
1726,Rackeve,Ráckevei,Pest,0.28730029,-0.1247121,0.6157009,0.51537681,1384.708,0.13017994,0.017484492,0.60080725
1730,Tapiogyorgye,Nagykátai,Pest,0.223196,-1.2367204,0.0,-1.7665223,754.68829,-0.64579302,0.038123995,0.23446846
1731,Szazhalombatta,Érdi,Pest,0.31061301,0.27969041,0.66325969,0.8234328,1382.623,0.22714977,0.023290763,0.49008465
1737,Aba,Székesfehérvári,Fejer,0.24204651,-0.90972328,0.16768,-1.1171017,2377.7429,1.6108069,0.14459386,-1.4961983
1747,Hajduszovat,Hajdúszoboszlói,Hajdu-Bihar,0.2121532,-1.4282784,0.34082329,-0.37248886,855.35382,-0.46302617,0.053042848,-0.043507136
1752,Polgardi,Székesfehérvári,Fejer,0.28146201,-0.22598785,0.65607208,0.73497832,1104.354,-0.20438932,0.13678718,-1.3333341
1753,Gyongyoshalasz,Gyöngyösi,Heves,0.2996622,0.089728326,0.019144,-1.6876725,606.14069,-0.82692355,0.032508299,0.30822325
1755,Mezofalva,Dunaújvárosi,Fejer,0.28762251,-0.11912255,0.43718219,-0.058915123,647.60663,-0.81495547,0.032085653,0.34451285
1763,Siofok,Siófoki,Somogy,0.31465909,0.34987724,0.8932876,1.3213004,2010.825,0.79072267,0.004429854,0.81036907
1767,Lajosmizse,Kecskeméti,Baranya,0.35061869,0.97366351,0.58610189,0.51819891,901.11218,-0.45789823,0.012942198,0.66157317
1775,Demecser,Kemecsei,Szabolcs-Szatmar-Bereg,0.29913679,0.080614023,0.27886,-0.64205092,1486.715,0.44360611,0.090665773,-0.67295414
1778,Mogyorod,Gödöllői,Pest,0.4017072,1.8598889,0.73401833,1.0145359,1210.741,-0.067641072,0.056377981,-0.029321618
1790,Hegyeshalom,Mosonmagyaróvári,Gyor-Moson-Sopron,0.26975039,-0.42914784,0.49895209,0.28729534,634.42273,-0.78519821,0.032729693,0.3047103
1792,Jakabszallas,Kecskeméti,Baranya,0.25042909,-0.76431167,0.53622973,0.41864115,542.46619,-0.93078279,0.074376911,-0.40825048
1794,Nagyatad,Nagyatádi,Somogy,0.28693271,-0.1310885,0.83923048,1.4783542,1079.603,-0.21762867,0.032578811,0.34179834
1810,Battonya,Mezőkovácsházai,Bekes,0.2236388,-1.2290392,0.113262,-1.3329622,979.55988,-0.37182221,0.077950217,-0.38834396
1815,Tatabanya,Tatabányai,Komarom-Esztergom,0.29490799,0.0072575989,0.87922639,1.4139246,2797.3799,1.941323,0.0082852617,0.74829912
1820,Jaszbereny,Jászberényi,Jasz-Nagykun-Szolnok,0.3562389,1.0711566,0.58137113,0.38088849,2291.843,1.3407688,0.014330144,0.65106946
1824,Taktaharkany,Szerencsi,Borsod-Abauj-Zemplen,0.27451059,-0.3465732,0.48959029,0.21373399,672.87708,-0.74519503,0.13460234,-1.4302248
1825,Bodajk,Móri,Fejer,0.32886511,0.59630716,0.40304321,-0.16711968,774.71887,-0.61709493,0.09145429,-0.66160542
1828,Kiskore,Hevesi,Heves,0.22470289,-1.2105805,0.3063302,-0.5389846,746.06732,-0.64784098,0.12279186,-1.2084469
1830,Tokaj,Tokaji,Borsod-Abauj-Zemplen,0.27795929,-0.28674918,0.68088287,0.97123283,1195.559,0.012234379,0.013339667,0.64807957
1832,Vasarosnameny,Vásárosnaményi,Szabolcs-Szatmar-Bereg,0.31379959,0.33496764,0.83465731,1.4205146,2516.707,1.7563637,0.018359322,0.57835484
1834,Veresegyhaz,Gödöllői,Pest,0.472673,3.0909228,0.62169307,0.40999901,1454.274,0.11542556,0.0090292953,0.74135137
1838,Nagydorog,Paksi,Tolna,0.1898317,-1.8154863,0.64110398,0.71859944,1253.61,0.031183681,0.015539107,0.62014323
1839,Dany,Gödöllői,Pest,0.2481339,-0.80412614,0.17729419,-1.0576965,704.89618,-0.71011674,0.078199565,-0.44870698
1842,Keszthely,Keszthelyi,Zala,0.32412729,0.51412076,0.76228172,0.9711836,1226.421,-0.13396545,0.009654657,0.7283802
1845,Harta,Kalocsai,Baranya,0.26818469,-0.45630774,0.48826191,0.17226741,591.26569,-0.88094884,0.033360161,0.31426993
1848,Mor,Móri,Fejer,0.31342319,0.32843822,0.2738395,-0.72626859,2430.3291,1.619277,0.03574913,0.30014205
1850,Marcali,Marcali,Somogy,0.2647399,-0.51606405,0.60291541,0.51491541,2283.6899,1.4047313,0.065495603,-0.17427334
1859,Vaja,Mátészalkai,Szabolcs-Szatmar-Bereg,0.29796779,0.060335606,0.64202648,0.81095898,1401.7889,0.31018353,0.048591383,0.049147766
1861,Dunakeszi,Dunakeszi,Pest,0.35985529,1.1338897,0.79479128,1.1053039,1792.264,0.6182881,0.0046225409,0.80448294
1875,Hajos,Kalocsai,Baranya,0.28142381,-0.22665063,0.0,-1.7665223,730.88782,-0.67744678,0.14492424,-1.5666369
1887,Mateszalka,Mátészalkai,Szabolcs-Szatmar-Bereg,0.2910822,-0.059107747,0.81269562,1.3139514,1206.564,-0.07267572,0.021827305,0.52486229
1892,Csolnok,Esztergomi,Komarom-Esztergom,0.2603164,-0.59279788,0.50720352,0.26965004,746.14459,-0.64575845,0.041164055,0.17543058
1893,Tarjan,Tatabányai,Komarom-Esztergom,0.2579354,-0.63410074,0.2250482,-0.84800494,688.17493,-0.71355063,0.067094587,-0.28439629
1897,Fehergyarmat,Fehérgyarmati,Szabolcs-Szatmar-Bereg,0.36916849,1.2954444,0.5269739,0.28313127,1054.66,-0.2438484,0.0091163851,0.72506177
1898,Fadd,Tolnai,Tolna,0.26573169,-0.49885958,0.37074551,-0.29186505,932.31763,-0.38684314,0.065345593,-0.2254235
1903,Tet,Téti,Gyor-Moson-Sopron,0.31943619,0.43274501,0.55975562,0.44203299,933.92609,-0.39536485,0.064837024,-0.20807831
1911,Lovasbereny,Székesfehérvári,Fejer,0.2358046,-1.0180007,0.50082922,0.25750515,712.94788,-0.68720657,0.086626194,-0.60726506
1912,Gyongyossolymos,Gyöngyösi,Heves,0.27542609,-0.3306922,0.77476728,1.1057397,2591.584,1.7556127,0.030341523,0.39888829
1925,Okany,Sarkadi,Bekes,0.1453364,-2.5873401,0.5668999,0.4909645,718.88629,-0.69394433,0.14564264,-1.5807371
1935,Perkata,Dunaújvárosi,Fejer,0.234844,-1.0346642,0.0,-1.7665223,1013.479,-0.31468704,0.016328668,0.60865277
1936,Babolna,Komáromi,Komarom-Esztergom,0.29591671,0.024755713,0.0,-1.7665223,629.07031,-0.7927621,0.0,0.87521201
1941,Pecs,Pécsi,Bacs-Kiskun,0.34584409,0.89083922,0.7725265,0.86312127,4080.5759,3.3108547,0.0017648542,0.84977275
1943,Mezokovesd,Mezőkövesdi,Borsod-Abauj-Zemplen,0.3624568,1.1790175,0.43382919,-0.16452326,1121.986,-0.22893135,0.019636896,0.56814843
1962,Mezobereny,Békési,Bekes,0.3096571,0.26310837,0.76588577,1.1608083,1116.29,-0.18408856,0.018544128,0.57507038
1971,Nagykoros,Nagykőrösi,Pest,0.26741749,-0.46961626,0.51163292,0.16475274,1194.118,-0.096622154,0.01688676,0.60528648
1978,Kecel,Kiskőrösi,Baranya,0.30018321,0.098766111,0.5704987,0.39779693,990.3551,-0.36911833,0.029695243,0.39816022
1994,Szalkszentmarton,Kunszentmiklósi,Baranya,0.1856927,-1.887285,0.39921871,-0.17257534,817.64063,-0.54800671,0.077637151,-0.43742484
1995,Biharkeresztes,Berettyóújfalui,Hajdu-Bihar,0.25203109,-0.73652208,0.056482699,-1.5428394,851.30298,-0.50923234,0.052711636,-0.0087548196
2000,Csakvar,Bicskei,Fejer,0.32503709,0.52990305,0.0,-1.7665223,1002.94,-0.30104685,0.033512168,0.31707567
2012,Tata,Tatai,Komarom-Esztergom,0.31894031,0.42414305,0.69212228,0.76578057,1806.9659,0.66740119,0.0035799327,0.81974691
2020,Seregelyes,Székesfehérvári,Fejer,0.25644639,-0.65993041,0.48074791,0.054165829,1656.965,0.5453831,0.13328144,-1.2622571
2029,Kiskunfelegyhaza,Kiskunfélegyházi,Baranya,0.3326239,0.66151035,0.71535152,0.85077065,2740.0171,1.9071885,0.025497599,0.48016924
2045,Csanadapaca,Orosházi,Bekes,0.15498389,-2.4199865,0.0,-1.7665223,846.65912,-0.52408969,0.033360161,0.31952417
2047,Kaposvar,Kaposvári,Somogy,0.28694421,-0.13088894,0.89415407,1.4203696,2965.9141,2.105442,0.0075004185,0.7620104
2049,Eger,Egri,Heves,0.30510351,0.18411794,0.86865562,1.3209059,2064.199,0.93086678,0.0050098635,0.79980922
2052,Tass,Kunszentmiklósi,Baranya,0.2026843,-1.5925341,0.3788572,-0.23578465,1261.928,0.11809564,0.049951192,0.020572238
2053,Dunavarsany,Szigetszentmiklósi,Pest,0.33716351,0.74025834,0.73085302,1.0817136,1247.915,0.032603431,0.059316628,-0.10367907
2064,Cegledbercel,Ceglédi,Pest,0.28837639,-0.1060451,0.4369092,-0.020913519,707.0343,-0.70769596,0.023360826,0.47997651
2078,Simontornya,Tamási,Tolna,0.2447007,-0.86368132,0.81976521,1.44135,827.05438,-0.5582372,0.027036116,0.42720592
2103,Alsozsolca,Miskolci,Borsod-Abauj-Zemplen,0.24265911,-0.89909655,0.51269209,0.23012871,884.77911,-0.48221594,0.075970992,-0.3776561
2104,Karancslapujto,Salgótarjáni,Nograd,0.2595453,-0.60617417,0.4934299,0.12038453,532.32678,-0.99431062,0.34657359,-4.736979
2117,Balatonfured,Balatonfüredi,Veszprem,0.27780929,-0.28935111,0.52531809,0.23836313,979.04901,-0.37659416,0.0018856023,0.84473801
2124,Sukosd,Bajai,Baranya,0.2255801,-1.1953638,0.3805311,-0.24585508,846.92462,-0.50446659,0.057351381,-0.095297717
2130,Sarvar,Sárvári,Vas,0.34064931,0.800726,0.45070669,-0.03198497,1601.166,0.50427395,0.0030463412,0.82556647
2131,Csurgo,Csurgói,Somogy,0.235623,-1.0211509,0.47279829,0.10311569,1051.047,-0.22416727,0.057144936,-0.081698664
2135,Szikszo,Szikszói,Borsod-Abauj-Zemplen,0.31075931,0.28222826,0.48486161,0.17706965,704.27399,-0.70832717,0.024914449,0.45229945
2145,Szada,Gödöllői,Pest,0.35215181,1.0002583,0.55765277,0.19497319,771.21368,-0.74843556,0.12261352,-0.9510951
2152,Harkany,Siklósi,Bacs-Kiskun,0.30761489,0.22768255,0.2273391,-0.86860615,972.47351,-0.33867937,0.0010978418,0.85685027
2154,Mucsony,Kazincbarcikai,Borsod-Abauj-Zemplen,0.41690239,2.1234779,0.0,-1.7665223,881.58539,-0.42858988,0.075689346,-0.43121785
2155,Mindszent,Hódmezővásárhelyi,Csongrad,0.27561361,-0.3274394,0.45533541,0.022836616,958.5459,-0.36559066,0.032227617,0.33891392
2165,Nagybajom,Kaposvári,Somogy,0.1696036,-2.1663804,0.65469998,0.7559346,977.91333,-0.36526674,0.042264864,0.18565065
2171,Sulysap,Nagykátai,Pest,0.38692069,1.6033894,0.68244523,0.80545467,1654.527,0.53095442,0.055768941,-0.014816012
2174,Tarcal,Tokaji,Borsod-Abauj-Zemplen,0.2311641,-1.0984989,0.60508323,0.70841199,779.76691,-0.57529306,0.033970751,0.28682145
2176,Megyaszo,Szerencsi,Borsod-Abauj-Zemplen,0.1421821,-2.6420574,0.0,-1.7665223,580.26062,-0.88446623,0.036595013,0.25079301
2188,Szeghalom,Szeghalmi,Bekes,0.25019729,-0.76833272,0.42495611,-0.14227609,998.11951,-0.34811953,0.022928152,0.50411379
2192,Kapolnasnyek,Gárdonyi,Fejer,0.2857106,-0.15228817,0.2210331,-0.90529227,940.33368,-0.40298018,0.015186268,0.6246444
2194,Akaszto,Kiskőrösi,Baranya,0.2741935,-0.35207385,0.50596333,0.24809872,999.92261,-0.28765836,0.0,0.87521201
2199,Izsak,Kiskőrösi,Baranya,0.2448424,-0.86122334,0.20679989,-0.95619828,1899.908,0.9700501,0.037281271,0.2566103
2200,Tortel,Ceglédi,Pest,0.2212083,-1.2712007,0.1785011,-1.0579451,736.90369,-0.67125046,0.069087461,-0.28612292
2210,Jaszarokszallas,Jászberényi,Jasz-Nagykun-Szolnok,0.36885071,1.2899319,0.1603062,-1.1454183,877.70618,-0.49858162,0.11055855,-0.93870902
2219,Poroszlo,Füzesabonyi,Heves,0.18014321,-1.9835513,0.41435841,-0.12544519,732.82159,-0.67954922,0.012439139,0.66659236
2220,Jaszapati,Jászapáti,Jasz-Nagykun-Szolnok,0.27840209,-0.27906793,0.48456991,0.093238197,915.3548,-0.45774826,0.021185741,0.53089672
2230,Hatvan,Hatvani,Heves,0.3349025,0.70103687,0.80002129,1.1893249,1853.974,0.75407487,0.02746734,0.44546875
2240,Hajdunanas,Hajdúnánási,Hajdu-Bihar,0.32953399,0.60791022,0.110737,-1.3473165,1129.719,-0.18044461,0.032058582,0.36129755
2253,Kerekegyhaza,Kecskeméti,Baranya,0.2606537,-0.58694673,0.0,-1.7665223,935.80151,-0.39824939,0.012208127,0.67208737
2255,Onga,Miskolci,Borsod-Abauj-Zemplen,0.23873501,-0.96716744,0.5972985,0.63214654,2098.3479,1.3267124,0.049180016,0.038878422
2256,Kunhegyes,Kunhegyesi,Jasz-Nagykun-Szolnok,0.25511771,-0.68297881,0.46068689,0.015807185,957.99982,-0.3875609,0.18633197,-2.1774697
2262,Onod,Miskolci,Borsod-Abauj-Zemplen,0.2432546,-0.88876659,0.36539501,-0.2871365,374.78619,-1.1825204,0.063903183,-0.22039129
2276,Szekszard,Szekszárdi,Tolna,0.33056879,0.62586069,0.099233598,-1.392092,1757.2061,0.67433381,0.0057639806,0.78311473
2279,Jaszkiser,Jászapáti,Jasz-Nagykun-Szolnok,0.27010381,-0.42301702,0.14980111,-1.1866062,831.17352,-0.56503689,0.10541716,-0.85290641
2280,Csomor,Gödöllői,Pest,0.41785091,2.1399317,0.77929163,1.0691605,1136.132,-0.23219995,0.056481078,0.0049047032
2293,Cibakhaza,Kunszentmártoni,Jasz-Nagykun-Szolnok,0.2430058,-0.89308256,0.0,-1.7665223,621.64368,-0.81767964,0.063903183,-0.22263037
2306,Oroshaza,Orosházi,Bekes,0.3014285,0.12036799,0.82818091,1.2118105,3555.4861,2.9100151,0.014602122,0.6528421
2311,Polgar,Hajdúnánási,Hajdu-Bihar,0.29046121,-0.069879994,0.1803368,-1.0692518,969.92188,-0.37164178,0.03504983,0.30134028
2317,Kunmadaras,Karcagi,Jasz-Nagykun-Szolnok,0.1926201,-1.7671164,0.2048675,-0.9573136,1138.496,-0.10043932,0.028830132,0.39299098
2319,Alsonemedi,Gyáli,Pest,0.3409045,0.80515289,0.2156167,-0.92437023,830.95929,-0.55491388,0.053710509,-0.013128396
2327,Budaors,Budakeszi,Pest,0.4507854,2.7112417,0.65033323,0.63759512,1471.666,0.24218059,0.0029449132,0.82911164
2333,Jaszfenyszaru,Jászberényi,Jasz-Nagykun-Szolnok,0.28820339,-0.10904615,0.0,-1.7665223,874.04858,-0.49098426,0.082555525,-0.49330196
2335,Madaras,Bácsalmási,Baranya,0.1677423,-2.1986682,0.0,-1.7665223,883.32031,-0.45205751,0.15856233,-1.8071456
2340,Nagytarcsa,Gödöllői,Pest,0.350786,0.97656584,0.58971632,0.52735293,569.67548,-0.92884231,0.049104203,0.066381842
2346,Budakalasz,Szentendrei,Pest,0.34666431,0.90506744,0.65009689,0.57256293,992.78589,-0.4363201,0.0026618994,0.83465445
2352,Tiszalok,Tiszavasvári,Szabolcs-Szatmar-Bereg,0.34146291,0.81483948,0.64906412,0.72999674,2908.2781,2.3288922,0.049917966,0.062163975
2360,Ercsi,Martonvásári,Fejer,0.29172209,-0.048007738,0.67694569,0.81831223,835.43341,-0.57508665,0.073126599,-0.30719313
2364,God,Dunakeszi,Pest,0.44470099,2.6056962,0.79841322,1.2155777,1521.05,0.32963005,0.010960483,0.70185709
2365,Herend,Veszprémi,Veszprem,0.30684701,0.21436213,0.030710399,-1.6397924,498.71121,-0.98619866,0.021779522,0.49462494
2369,Sarbogard,Sárbogárdi,Fejer,0.321273,0.46460783,0.7570532,1.0166763,3511.2571,2.9544222,0.034446895,0.33894646
2372,Kotaj,Nyíregyházi,Szabolcs-Szatmar-Bereg,0.3141222,0.34056392,0.86371678,1.2176539,1115.605,-0.33377543,0.34657359,-4.1954021
2382,Retsag,Rétsági,Nograd,0.23507211,-1.0307072,0.51347452,0.38271227,408.20331,-1.113084,0.032467749,0.29973352
2387,Szarvas,Szarvasi,Bekes,0.3326968,0.66277486,0.4884474,0.073607348,1028.265,-0.32675663,0.022566564,0.51520735
2394,Sarretudvari,Püspökladányi,Hajdu-Bihar,0.1792216,-1.9995383,0.0980471,-1.3712668,724.18341,-0.67336488,0.053382888,-0.03607934
2395,Mohacs,Mohácsi,Bacs-Kiskun,0.3314634,0.6413793,0.64623338,0.68511403,1017.589,-0.33159643,0.0086794617,0.73577714
2401,Diosd,Érdi,Pest,0.3534742,1.0231977,0.37173459,-0.46084511,800.23163,-0.71282727,0.0043596267,0.81036884
2414,Verpelet,Egri,Heves,0.224765,-1.2095032,0.39086321,-0.22030252,691.46082,-0.74019909,0.2601184,-3.4822087
2423,Erdotelek,Hevesi,Heves,0.198976,-1.6568615,0.1256429,-1.2599612,831.78741,-0.51568633,0.083314992,-0.54721212
2430,Pannonhalma,Pannonhalmi,Gyor-Moson-Sopron,0.26321879,-0.54245055,0.53335238,0.32875878,796.95367,-0.59657127,0.019292297,0.55427188
2439,Kiskunmajsa,Kiskunmajsai,Baranya,0.31634149,0.37906164,0.30989629,-0.57778549,1994.123,1.0443907,0.015281539,0.62698531
2451,Ecser,Vecsési,Pest,0.26465619,-0.51751626,0.62383831,0.49180341,438.5419,-1.1570494,0.032085653,0.3833566
2454,Tiszaalpar,Tiszakécskei,Baranya,0.25223759,-0.73293996,0.11295,-1.3189389,977.54547,-0.32679182,0.10309911,-0.85482252
2456,Tamasi,Tamási,Tolna,0.2719495,-0.39100012,0.7484827,1.1693786,1747.092,0.75517118,0.017191567,0.58965874
2478,Nagykallo,Nagykállói,Szabolcs-Szatmar-Bereg,0.3181712,0.41080141,0.1218721,-1.3016202,1264.849,0.018689122,0.053164262,0.016417917
2481,Devavanya,Gyomaendrődi,Bekes,0.34707439,0.91218102,0.038167,-1.6320295,1077.337,-0.35489145,0.0034225872,0.82414067
2482,Biharnagybajom,Püspökladányi,Hajdu-Bihar,0.1747819,-2.0765531,0.1254788,-1.2584697,745.94739,-0.6367256,0.017601194,0.57343066
2491,Szob,Szobi,Pest,0.2408102,-0.93116927,0.66822749,1.0055506,698.85968,-0.68071544,0.0030413989,0.82178438
2493,Vac,Váci,Pest,0.34735349,0.91702253,0.79682952,1.1936712,1860.9139,0.77707511,0.0017322138,0.8479619
2498,Decs,Szekszárdi,Tolna,0.221396,-1.2679448,0.4809579,0.16041133,611.33911,-0.84408635,0.073021159,-0.36364284
2501,Velence,Gárdonyi,Fejer,0.32669011,0.55857766,0.69459862,0.71270204,951.30621,-0.50045979,0.0040408042,0.81413722
2503,Zsambek,Budakeszi,Pest,0.31490019,0.35405961,0.51783878,0.2595858,632.0235,-0.83552629,0.011897721,0.67808604
2506,Szabadszallas,Kunszentmiklósi,Baranya,0.2232143,-1.236403,0.058479302,-1.5358884,758.07111,-0.64782107,0.027014948,0.42404509
2513,Esztergom,Esztergomi,Komarom-Esztergom,0.31689161,0.38860449,0.81942958,1.20155,3480.1609,2.8443542,0.0067720101,0.77134144
2527,Tolna,Tolnai,Tolna,0.28124559,-0.22974214,0.4805063,0.042299524,1663.782,0.54098815,0.041188821,0.21863131
2536,Dunabogdany,Szentendrei,Pest,0.33417979,0.68850017,0.2256487,-0.85206962,494.2308,-1.0062065,0.037200425,0.2368187
2558,Gyor,Győri,Gyor-Moson-Sopron,0.37258789,1.3547602,0.9225679,1.3811469,4866.083,4.2958741,0.0017286197,0.85023719
2559,Sumeg,Sümegi,Veszprem,0.3233932,0.50138658,0.59393531,0.51795274,687.41772,-0.77336258,0.010853243,0.69843781
2562,Gyal,Gyáli,Pest,0.32596099,0.54592985,0.54198992,0.194767,1185.157,-0.17607057,0.005591738,0.7895261
2563,Ibrany,Ibrányi,Szabolcs-Szatmar-Bereg,0.37657109,1.4238563,0.25159481,-0.81034148,1983.452,1.0039972,0.16094379,-1.714936
2578,Salgotarjan,Salgótarjáni,Nograd,0.28514859,-0.16203731,0.88240731,1.3990121,3445.0129,2.7546606,0.0079438426,0.75453609
2591,Kisujszallas,Karcagi,Jasz-Nagykun-Szolnok,0.25618091,-0.66453564,0.1077996,-1.3554993,1065.3781,-0.25835952,0.012237633,0.67762494
2613,Nagyvenyim,Dunaújvárosi,Fejer,0.35142159,0.98759139,0.32128131,-0.49962077,2135.978,1.3252882,0.060121972,-0.1287161
2645,Kadarkut,Kaposvári,Somogy,0.1936636,-1.749015,0.1171908,-1.3026831,808.69067,-0.57117039,0.042393137,0.16468354
2649,Zirc,Zirci,Veszprem,0.3262054,0.55016959,0.4790754,0.12844034,688.02039,-0.74525487,0.022645397,0.49590683
2657,Szigetvar,Szigetvári,Bacs-Kiskun,0.32599071,0.54644525,0.77775067,1.1947277,1158.8669,-0.13117331,0.018295202,0.58023787
2658,Rajka,Mosonmagyaróvári,Gyor-Moson-Sopron,0.31526831,0.36044529,0.17069221,-1.0651548,559.39148,-0.89884567,0.060190082,-0.17208274
2661,Ujfeherto,Nyíregyházi,Szabolcs-Szatmar-Bereg,0.3784706,1.4568068,0.45173731,-0.12342464,1776.549,0.6131357,0.050600585,0.095839754
2666,Kiszombor,Makói,Csongrad,0.2451499,-0.8558892,0.29610309,-0.59581584,866.99188,-0.48871192,0.13419285,-1.3714951
2667,Lengyeltoti,Fonyódi,Somogy,0.2664257,-0.48682076,0.0,-1.7665223,742.82593,-0.63993067,0.098868705,-0.82209116
2668,Kecskemet,Kecskeméti,Baranya,0.3117227,0.29894003,0.94119728,1.5190973,4696.6279,4.220717,0.0028063748,0.8337267
2670,Csorvas,Békéscsabai,Bekes,0.2476159,-0.81311166,0.45384401,0.007082867,816.41632,-0.57489645,0.053928342,-0.017228825
2679,Halaszi,Mosonmagyaróvári,Gyor-Moson-Sopron,0.38504449,1.5708431,0.68403292,0.89826238,1851.567,0.88599473,0.068964556,-0.26247573
2681,Vecses,Vecsési,Pest,0.34230521,0.82945079,0.77053553,1.0151316,1022.038,-0.39365309,0.010733721,0.71112555
2695,Balkany,Nagykállói,Szabolcs-Szatmar-Bereg,0.2663677,-0.48782679,0.73276711,1.0017068,2984.7419,2.3613837,0.032508299,0.35516533
2709,Celldomolk,Celldömölki,Vas,0.32729799,0.56912243,0.6683315,0.79988682,1614.105,0.51739919,0.0066303443,0.76739627
2715,Nagyhalasz,Ibrányi,Szabolcs-Szatmar-Bereg,0.31377399,0.33452356,0.22028001,-0.89400071,832.99957,-0.53532594,0.047489237,0.078670703
2731,Torokszentmiklos,Törökszentmiklósi,Jasz-Nagykun-Szolnok,0.3335627,0.67779565,0.74449372,0.9746803,2425.646,1.5099224,0.0079353945,0.75148606
2739,Malyi,Miskolci,Borsod-Abauj-Zemplen,0.30617639,0.20272911,0.87217349,1.5704069,601.74213,-0.89748621,0.064671762,-0.17256974
2747,Sarospatak,Sárospataki,Borsod-Abauj-Zemplen,0.38121799,1.5044653,0.57138509,0.37957868,1315.998,0.061490461,0.0035841321,0.81820643
2757,Kelebia,Kiskunhalasi,Baranya,0.2398915,-0.94710588,0.60477942,0.60665572,1472.8199,0.36530447,0.20843275,-2.5882568
2785,Szolnok,Szolnoki,Jasz-Nagykun-Szolnok,0.33973309,0.7848326,0.91228998,1.439544,3194.6079,2.3436415,0.0026072031,0.83641249
2787,Abony,Ceglédi,Pest,0.29245651,-0.035267878,0.4994441,0.09407489,1272.972,-0.011357984,0.010418954,0.71084994
2800,Ocsod,Kunszentmártoni,Jasz-Nagykun-Szolnok,0.2271115,-1.1687987,0.44104251,-0.0011958505,760.29572,-0.62840861,0.045117777,0.11048876
2810,Nadudvar,Hajdúszoboszlói,Hajdu-Bihar,0.2814568,-0.22607833,0.0,-1.7665223,1031.257,-0.3108778,0.044028357,0.16696027
2813,Kunszentmiklos,Kunszentmiklósi,Baranya,0.26474079,-0.51604855,0.61520737,0.55854082,1143.033,-0.16474836,0.023214316,0.50369292
2822,Turkeve,Mezőtúri,Jasz-Nagykun-Szolnok,0.2355409,-1.0225751,0.058813699,-1.5382649,970.58722,-0.36558434,0.075390235,-0.3637943
