,0
Intercept,-1.49038485392606
I_IUSNET,0.0148497441062643
GINI_HND,0.05017786353553422
povertyRisk_THS_PER,9.948467929189292e-05
unempRate_PC_ACT,-0.15919005153058588
healthYears_YR,0.015476284938295684
Group Var,1.0
