metroreg,TIME_PERIOD,area,gdp,population,unemp,metroreg_d,iccs,Nr_Crimes,iccs_d
IT001MC,2013,5363.0,36600.0,,,Roma,ICCS05012,15779,Burglary of private residential premises
IT001MC,2013,5363.0,36600.0,,,Roma,ICCS050211,28980,Theft of a motorized land vehicle
IT001MC,2014,5363.0,36500.0,4321244.0,,Roma,ICCS0101,47,Intentional homicide
IT001MC,2014,5363.0,36500.0,4321244.0,,Roma,ICCS0401,4150,Robbery
IT001MC,2014,5363.0,36500.0,4321244.0,,Roma,ICCS05012,15997,Burglary of private residential premises
IT001MC,2014,5363.0,36500.0,4321244.0,,Roma,ICCS050211,27456,Theft of a motorized land vehicle
IT001MC,2015,5363.0,36300.0,4342046.0,,Roma,ICCS0101,30,Intentional homicide
IT001MC,2015,5363.0,36300.0,4342046.0,,Roma,ICCS0401,3536,Robbery
IT001MC,2015,5363.0,36300.0,4342046.0,,Roma,ICCS05012,14603,Burglary of private residential premises
IT001MC,2015,5363.0,36300.0,4342046.0,,Roma,ICCS050211,25779,Theft of a motorized land vehicle
IT001MC,2016,5363.0,37900.0,4340474.0,194.3,Roma,ICCS0101,21,Intentional homicide
IT001MC,2016,5363.0,37900.0,4340474.0,194.3,Roma,ICCS0401,3295,Robbery
IT001MC,2016,5363.0,37900.0,4340474.0,194.3,Roma,ICCS05012,12071,Burglary of private residential premises
IT001MC,2016,5363.0,37900.0,4340474.0,194.3,Roma,ICCS050211,23733,Theft of a motorized land vehicle
IT001MC,2017,5363.0,38300.0,4353738.0,191.4,Roma,ICCS0101,18,Intentional homicide
IT001MC,2017,5363.0,38300.0,4353738.0,191.4,Roma,ICCS0401,3024,Robbery
IT001MC,2017,5363.0,38300.0,4353738.0,191.4,Roma,ICCS05012,11687,Burglary of private residential premises
IT001MC,2017,5363.0,38300.0,4353738.0,191.4,Roma,ICCS050211,23888,Theft of a motorized land vehicle
IT001MC,2018,5363.0,38800.0,4355725.0,200.1,Roma,ICCS0101,18,Intentional homicide
IT001MC,2018,5363.0,38800.0,4355725.0,200.1,Roma,ICCS0401,3122,Robbery
IT001MC,2018,5363.0,38800.0,4355725.0,200.1,Roma,ICCS05012,11881,Burglary of private residential premises
IT001MC,2018,5363.0,38800.0,4355725.0,200.1,Roma,ICCS050211,23322,Theft of a motorized land vehicle
IT001MC,2019,5363.0,39400.0,4263542.0,184.6,Roma,ICCS0101,21,Intentional homicide
IT001MC,2019,5363.0,39400.0,4263542.0,184.6,Roma,ICCS0401,2588,Robbery
IT001MC,2019,5363.0,39400.0,4263542.0,184.6,Roma,ICCS05012,10474,Burglary of private residential premises
IT001MC,2019,5363.0,39400.0,4263542.0,184.6,Roma,ICCS050211,21446,Theft of a motorized land vehicle
IT001MC,2020,5363.0,36200.0,4253314.0,171.3,Roma,ICCS0101,18,Intentional homicide
IT001MC,2020,5363.0,36200.0,4253314.0,171.3,Roma,ICCS0401,2216,Robbery
IT001MC,2020,5363.0,36200.0,4253314.0,171.3,Roma,ICCS05012,8583,Burglary of private residential premises
IT001MC,2020,5363.0,36200.0,4253314.0,171.3,Roma,ICCS050211,16855,Theft of a motorized land vehicle
IT002M,2011,2766.6,46200.0,,,Milano,ICCS0101,32,Intentional homicide
IT002M,2011,2766.6,46200.0,,,Milano,ICCS05012,21743,Burglary of private residential premises
IT002M,2011,2766.6,46200.0,,,Milano,ICCS050211,24510,Theft of a motorized land vehicle
IT002M,2012,2766.6,45100.0,,,Milano,ICCS0101,33,Intentional homicide
IT002M,2012,2766.6,45100.0,,,Milano,ICCS05012,23374,Burglary of private residential premises
IT002M,2012,2766.6,45100.0,,,Milano,ICCS050211,23276,Theft of a motorized land vehicle
IT002M,2013,2764.0,44100.0,,,Milano,ICCS0101,28,Intentional homicide
IT002M,2013,2764.0,44100.0,,,Milano,ICCS05012,25689,Burglary of private residential premises
IT002M,2013,2764.0,44100.0,,,Milano,ICCS050211,21104,Theft of a motorized land vehicle
IT002M,2014,2764.0,44800.0,4267946.0,,Milano,ICCS0101,36,Intentional homicide
IT002M,2014,2764.0,44800.0,4267946.0,,Milano,ICCS0401,5130,Robbery
IT002M,2014,2764.0,44800.0,4267946.0,,Milano,ICCS05012,26888,Burglary of private residential premises
IT002M,2014,2764.0,44800.0,4267946.0,,Milano,ICCS050211,19856,Theft of a motorized land vehicle
IT002M,2015,2764.0,45600.0,4290958.0,,Milano,ICCS0101,28,Intentional homicide
IT002M,2015,2764.0,45600.0,4290958.0,,Milano,ICCS0401,4392,Robbery
IT002M,2015,2764.0,45600.0,4290958.0,,Milano,ICCS05012,23694,Burglary of private residential premises
IT002M,2015,2764.0,45600.0,4290958.0,,Milano,ICCS050211,17914,Theft of a motorized land vehicle
IT002M,2016,2764.0,47200.0,4303998.0,154.2,Milano,ICCS0101,21,Intentional homicide
IT002M,2016,2764.0,47200.0,4303998.0,154.2,Milano,ICCS0401,4066,Robbery
IT002M,2016,2764.0,47200.0,4303998.0,154.2,Milano,ICCS05012,23063,Burglary of private residential premises
IT002M,2016,2764.0,47200.0,4303998.0,154.2,Milano,ICCS050211,16377,Theft of a motorized land vehicle
IT002M,2017,2764.0,48100.0,4316398.0,139.1,Milano,ICCS0101,28,Intentional homicide
IT002M,2017,2764.0,48100.0,4316398.0,139.1,Milano,ICCS0401,4232,Robbery
IT002M,2017,2764.0,48100.0,4316398.0,139.1,Milano,ICCS05012,20166,Burglary of private residential premises
IT002M,2017,2764.0,48100.0,4316398.0,139.1,Milano,ICCS050211,15720,Theft of a motorized land vehicle
IT002M,2018,2764.0,49300.0,4336121.0,132.8,Milano,ICCS0101,20,Intentional homicide
IT002M,2018,2764.0,49300.0,4336121.0,132.8,Milano,ICCS0401,3698,Robbery
IT002M,2018,2764.0,49300.0,4336121.0,132.8,Milano,ICCS05012,18996,Burglary of private residential premises
IT002M,2018,2764.0,49300.0,4336121.0,132.8,Milano,ICCS050211,14404,Theft of a motorized land vehicle
IT002M,2019,2764.0,49500.0,4344411.0,130.6,Milano,ICCS0101,23,Intentional homicide
IT002M,2019,2764.0,49500.0,4344411.0,130.6,Milano,ICCS0401,3451,Robbery
IT002M,2019,2764.0,49500.0,4344411.0,130.6,Milano,ICCS05012,15537,Burglary of private residential premises
IT002M,2019,2764.0,49500.0,4344411.0,130.6,Milano,ICCS050211,12486,Theft of a motorized land vehicle
IT002M,2020,2764.0,47000.0,4362932.0,115.8,Milano,ICCS0101,13,Intentional homicide
IT002M,2020,2764.0,47000.0,4362932.0,115.8,Milano,ICCS0401,2827,Robbery
IT002M,2020,2764.0,47000.0,4362932.0,115.8,Milano,ICCS05012,9028,Burglary of private residential premises
IT002M,2020,2764.0,47000.0,4362932.0,115.8,Milano,ICCS050211,8675,Theft of a motorized land vehicle
IT003M,2008,1171.1,19600.0,,,Napoli,ICCS0101,63,Intentional homicide
IT003M,2008,1171.1,19600.0,,,Napoli,ICCS05012,3692,Burglary of private residential premises
IT003M,2008,1171.1,19600.0,,,Napoli,ICCS050211,26163,Theft of a motorized land vehicle
IT003M,2009,1171.1,19000.0,,,Napoli,ICCS0101,71,Intentional homicide
IT003M,2009,1171.1,19000.0,,,Napoli,ICCS05012,3555,Burglary of private residential premises
IT003M,2009,1171.1,19000.0,,,Napoli,ICCS050211,22861,Theft of a motorized land vehicle
IT003M,2010,1171.1,18700.0,,,Napoli,ICCS0101,40,Intentional homicide
IT003M,2010,1171.1,18700.0,,,Napoli,ICCS05012,3218,Burglary of private residential premises
IT003M,2010,1171.1,18700.0,,,Napoli,ICCS050211,21518,Theft of a motorized land vehicle
IT003M,2011,1171.1,18600.0,,,Napoli,ICCS0101,40,Intentional homicide
IT003M,2011,1171.1,18600.0,,,Napoli,ICCS05012,4530,Burglary of private residential premises
IT003M,2011,1171.1,18600.0,,,Napoli,ICCS050211,23204,Theft of a motorized land vehicle
IT003M,2012,1171.1,18400.0,,,Napoli,ICCS0101,62,Intentional homicide
IT003M,2012,1171.1,18400.0,,,Napoli,ICCS05012,4645,Burglary of private residential premises
IT003M,2012,1171.1,18400.0,,,Napoli,ICCS050211,25637,Theft of a motorized land vehicle
IT003M,2013,1179.0,17900.0,,,Napoli,ICCS0101,46,Intentional homicide
IT003M,2013,1179.0,17900.0,,,Napoli,ICCS05012,3958,Burglary of private residential premises
IT003M,2013,1179.0,17900.0,,,Napoli,ICCS050211,24056,Theft of a motorized land vehicle
IT003M,2014,1179.0,18100.0,3127390.0,,Napoli,ICCS0101,49,Intentional homicide
IT003M,2014,1179.0,18100.0,3127390.0,,Napoli,ICCS0401,6739,Robbery
IT003M,2014,1179.0,18100.0,3127390.0,,Napoli,ICCS05012,4131,Burglary of private residential premises
IT003M,2014,1179.0,18100.0,3127390.0,,Napoli,ICCS050211,24158,Theft of a motorized land vehicle
IT003M,2015,1179.0,18500.0,3118149.0,,Napoli,ICCS0101,71,Intentional homicide
IT003M,2015,1179.0,18500.0,3118149.0,,Napoli,ICCS0401,6072,Robbery
IT003M,2015,1179.0,18500.0,3118149.0,,Napoli,ICCS05012,4268,Burglary of private residential premises
IT003M,2015,1179.0,18500.0,3118149.0,,Napoli,ICCS050211,24779,Theft of a motorized land vehicle
IT003M,2016,1179.0,19000.0,3113898.0,242.4,Napoli,ICCS0101,63,Intentional homicide
IT003M,2016,1179.0,19000.0,3113898.0,242.4,Napoli,ICCS0401,6607,Robbery
IT003M,2016,1179.0,19000.0,3113898.0,242.4,Napoli,ICCS05012,4250,Burglary of private residential premises
IT003M,2016,1179.0,19000.0,3113898.0,242.4,Napoli,ICCS050211,23723,Theft of a motorized land vehicle
IT003M,2017,1179.0,19500.0,3107006.0,262.9,Napoli,ICCS0101,35,Intentional homicide
IT003M,2017,1179.0,19500.0,3107006.0,262.9,Napoli,ICCS0401,5626,Robbery
IT003M,2017,1179.0,19500.0,3107006.0,262.9,Napoli,ICCS05012,3507,Burglary of private residential premises
IT003M,2017,1179.0,19500.0,3107006.0,262.9,Napoli,ICCS050211,20212,Theft of a motorized land vehicle
IT003M,2018,1179.0,19700.0,3101002.0,263.4,Napoli,ICCS0101,21,Intentional homicide
IT003M,2018,1179.0,19700.0,3101002.0,263.4,Napoli,ICCS0401,4858,Robbery
IT003M,2018,1179.0,19700.0,3101002.0,263.4,Napoli,ICCS05012,3926,Burglary of private residential premises
IT003M,2018,1179.0,19700.0,3101002.0,263.4,Napoli,ICCS050211,21734,Theft of a motorized land vehicle
IT003M,2019,1179.0,20300.0,3048194.0,250.0,Napoli,ICCS0101,22,Intentional homicide
IT003M,2019,1179.0,20300.0,3048194.0,250.0,Napoli,ICCS0401,3900,Robbery
IT003M,2019,1179.0,20300.0,3048194.0,250.0,Napoli,ICCS05012,3408,Burglary of private residential premises
IT003M,2019,1179.0,20300.0,3048194.0,250.0,Napoli,ICCS050211,22258,Theft of a motorized land vehicle
IT003M,2020,1179.0,18700.0,3034410.0,219.1,Napoli,ICCS0101,26,Intentional homicide
IT003M,2020,1179.0,18700.0,3034410.0,219.1,Napoli,ICCS0401,2938,Robbery
IT003M,2020,1179.0,18700.0,3034410.0,219.1,Napoli,ICCS05012,2674,Burglary of private residential premises
IT003M,2020,1179.0,18700.0,3034410.0,219.1,Napoli,ICCS050211,19504,Theft of a motorized land vehicle
IT004M,2008,6830.3,31000.0,,,Torino,ICCS0101,16,Intentional homicide
IT004M,2008,6830.3,31000.0,,,Torino,ICCS05012,9229,Burglary of private residential premises
IT004M,2008,6830.3,31000.0,,,Torino,ICCS050211,10142,Theft of a motorized land vehicle
IT004M,2009,6830.3,28600.0,,,Torino,ICCS0101,14,Intentional homicide
IT004M,2009,6830.3,28600.0,,,Torino,ICCS05012,9152,Burglary of private residential premises
IT004M,2009,6830.3,28600.0,,,Torino,ICCS050211,9253,Theft of a motorized land vehicle
IT004M,2010,6830.3,29700.0,,,Torino,ICCS0101,23,Intentional homicide
IT004M,2010,6830.3,29700.0,,,Torino,ICCS05012,10483,Burglary of private residential premises
IT004M,2010,6830.3,29700.0,,,Torino,ICCS050211,8242,Theft of a motorized land vehicle
IT004M,2011,6830.3,30600.0,,,Torino,ICCS0101,15,Intentional homicide
IT004M,2011,6830.3,30600.0,,,Torino,ICCS05012,11105,Burglary of private residential premises
IT004M,2011,6830.3,30600.0,,,Torino,ICCS050211,8085,Theft of a motorized land vehicle
IT004M,2012,6830.3,29300.0,,,Torino,ICCS0101,20,Intentional homicide
IT004M,2012,6830.3,29300.0,,,Torino,ICCS05012,13502,Burglary of private residential premises
IT004M,2012,6830.3,29300.0,,,Torino,ICCS050211,7618,Theft of a motorized land vehicle
IT004M,2013,6827.0,29600.0,,,Torino,ICCS0101,18,Intentional homicide
IT004M,2013,6827.0,29600.0,,,Torino,ICCS05012,16207,Burglary of private residential premises
IT004M,2013,6827.0,29600.0,,,Torino,ICCS050211,6955,Theft of a motorized land vehicle
IT004M,2014,6827.0,29600.0,2297917.0,,Torino,ICCS0101,16,Intentional homicide
IT004M,2014,6827.0,29600.0,2297917.0,,Torino,ICCS0401,2690,Robbery
IT004M,2014,6827.0,29600.0,2297917.0,,Torino,ICCS05012,16500,Burglary of private residential premises
IT004M,2014,6827.0,29600.0,2297917.0,,Torino,ICCS050211,6701,Theft of a motorized land vehicle
IT004M,2015,6827.0,30300.0,2291719.0,,Torino,ICCS0101,9,Intentional homicide
IT004M,2015,6827.0,30300.0,2291719.0,,Torino,ICCS0401,2232,Robbery
IT004M,2015,6827.0,30300.0,2291719.0,,Torino,ICCS05012,13886,Burglary of private residential premises
IT004M,2015,6827.0,30300.0,2291719.0,,Torino,ICCS050211,6113,Theft of a motorized land vehicle
IT004M,2016,6827.0,31400.0,2282197.0,108.0,Torino,ICCS0101,10,Intentional homicide
IT004M,2016,6827.0,31400.0,2282197.0,108.0,Torino,ICCS0401,1920,Robbery
IT004M,2016,6827.0,31400.0,2282197.0,108.0,Torino,ICCS05012,10514,Burglary of private residential premises
IT004M,2016,6827.0,31400.0,2282197.0,108.0,Torino,ICCS050211,6550,Theft of a motorized land vehicle
IT004M,2017,6827.0,32600.0,2277857.0,97.1,Torino,ICCS0101,10,Intentional homicide
IT004M,2017,6827.0,32600.0,2277857.0,97.1,Torino,ICCS0401,1986,Robbery
IT004M,2017,6827.0,32600.0,2277857.0,97.1,Torino,ICCS05012,9754,Burglary of private residential premises
IT004M,2017,6827.0,32600.0,2277857.0,97.1,Torino,ICCS050211,5449,Theft of a motorized land vehicle
IT004M,2018,6827.0,33700.0,2269120.0,96.1,Torino,ICCS0101,10,Intentional homicide
IT004M,2018,6827.0,33700.0,2269120.0,96.1,Torino,ICCS0401,1799,Robbery
IT004M,2018,6827.0,33700.0,2269120.0,96.1,Torino,ICCS05012,9475,Burglary of private residential premises
IT004M,2018,6827.0,33700.0,2269120.0,96.1,Torino,ICCS050211,5055,Theft of a motorized land vehicle
IT004M,2019,6827.0,33600.0,2238663.0,85.4,Torino,ICCS0101,12,Intentional homicide
IT004M,2019,6827.0,33600.0,2238663.0,85.4,Torino,ICCS0401,1309,Robbery
IT004M,2019,6827.0,33600.0,2238663.0,85.4,Torino,ICCS05012,8021,Burglary of private residential premises
IT004M,2019,6827.0,33600.0,2238663.0,85.4,Torino,ICCS050211,4514,Theft of a motorized land vehicle
IT004M,2020,6827.0,30800.0,2230946.0,80.9,Torino,ICCS0101,19,Intentional homicide
IT004M,2020,6827.0,30800.0,2230946.0,80.9,Torino,ICCS0401,1060,Robbery
IT004M,2020,6827.0,30800.0,2230946.0,80.9,Torino,ICCS05012,5475,Burglary of private residential premises
IT004M,2020,6827.0,30800.0,2230946.0,80.9,Torino,ICCS050211,3385,Theft of a motorized land vehicle
IT005M,2008,4992.2,19200.0,,,Palermo,ICCS0101,9,Intentional homicide
IT005M,2008,4992.2,19200.0,,,Palermo,ICCS05012,2342,Burglary of private residential premises
IT005M,2008,4992.2,19200.0,,,Palermo,ICCS050211,9386,Theft of a motorized land vehicle
IT005M,2009,4992.2,18900.0,,,Palermo,ICCS0101,13,Intentional homicide
IT005M,2009,4992.2,18900.0,,,Palermo,ICCS05012,1907,Burglary of private residential premises
IT005M,2009,4992.2,18900.0,,,Palermo,ICCS050211,7601,Theft of a motorized land vehicle
IT005M,2010,4992.2,18800.0,,,Palermo,ICCS0101,11,Intentional homicide
IT005M,2010,4992.2,18800.0,,,Palermo,ICCS05012,2375,Burglary of private residential premises
IT005M,2010,4992.2,18800.0,,,Palermo,ICCS050211,8655,Theft of a motorized land vehicle
IT005M,2011,4992.2,18400.0,,,Palermo,ICCS0101,16,Intentional homicide
IT005M,2011,4992.2,18400.0,,,Palermo,ICCS05012,2692,Burglary of private residential premises
IT005M,2011,4992.2,18400.0,,,Palermo,ICCS050211,8482,Theft of a motorized land vehicle
IT005M,2012,4992.2,18100.0,,,Palermo,ICCS0101,8,Intentional homicide
IT005M,2012,4992.2,18100.0,,,Palermo,ICCS05012,3885,Burglary of private residential premises
IT005M,2012,4992.2,18100.0,,,Palermo,ICCS050211,8753,Theft of a motorized land vehicle
IT005M,2013,5009.0,18000.0,,,Palermo,ICCS0101,16,Intentional homicide
IT005M,2013,5009.0,18000.0,,,Palermo,ICCS05012,3958,Burglary of private residential premises
IT005M,2013,5009.0,18000.0,,,Palermo,ICCS050211,8594,Theft of a motorized land vehicle
IT005M,2014,5009.0,17900.0,1275598.0,,Palermo,ICCS0101,9,Intentional homicide
IT005M,2014,5009.0,17900.0,1275598.0,,Palermo,ICCS0401,1453,Robbery
IT005M,2014,5009.0,17900.0,1275598.0,,Palermo,ICCS05012,3367,Burglary of private residential premises
IT005M,2014,5009.0,17900.0,1275598.0,,Palermo,ICCS050211,8624,Theft of a motorized land vehicle
IT005M,2015,5009.0,18400.0,1276525.0,,Palermo,ICCS0101,11,Intentional homicide
IT005M,2015,5009.0,18400.0,1276525.0,,Palermo,ICCS0401,1227,Robbery
IT005M,2015,5009.0,18400.0,1276525.0,,Palermo,ICCS05012,3131,Burglary of private residential premises
IT005M,2015,5009.0,18400.0,1276525.0,,Palermo,ICCS050211,7210,Theft of a motorized land vehicle
IT005M,2016,5009.0,18400.0,1271406.0,106.8,Palermo,ICCS0101,7,Intentional homicide
IT005M,2016,5009.0,18400.0,1271406.0,106.8,Palermo,ICCS0401,1156,Robbery
IT005M,2016,5009.0,18400.0,1271406.0,106.8,Palermo,ICCS05012,2943,Burglary of private residential premises
IT005M,2016,5009.0,18400.0,1271406.0,106.8,Palermo,ICCS050211,7090,Theft of a motorized land vehicle
IT005M,2017,5009.0,18900.0,1268217.0,88.4,Palermo,ICCS0101,8,Intentional homicide
IT005M,2017,5009.0,18900.0,1268217.0,88.4,Palermo,ICCS0401,804,Robbery
IT005M,2017,5009.0,18900.0,1268217.0,88.4,Palermo,ICCS05012,2258,Burglary of private residential premises
IT005M,2017,5009.0,18900.0,1268217.0,88.4,Palermo,ICCS050211,5996,Theft of a motorized land vehicle
IT005M,2018,5009.0,19100.0,1260193.0,81.5,Palermo,ICCS0101,4,Intentional homicide
IT005M,2018,5009.0,19100.0,1260193.0,81.5,Palermo,ICCS0401,759,Robbery
IT005M,2018,5009.0,19100.0,1260193.0,81.5,Palermo,ICCS05012,2349,Burglary of private residential premises
IT005M,2018,5009.0,19100.0,1260193.0,81.5,Palermo,ICCS050211,5907,Theft of a motorized land vehicle
IT005M,2019,5009.0,19400.0,1231602.0,77.8,Palermo,ICCS0101,13,Intentional homicide
IT005M,2019,5009.0,19400.0,1231602.0,77.8,Palermo,ICCS0401,759,Robbery
IT005M,2019,5009.0,19400.0,1231602.0,77.8,Palermo,ICCS05012,1581,Burglary of private residential premises
IT005M,2019,5009.0,19400.0,1231602.0,77.8,Palermo,ICCS050211,5161,Theft of a motorized land vehicle
IT005M,2020,5009.0,18400.0,1222988.0,58.8,Palermo,ICCS0101,5,Intentional homicide
IT005M,2020,5009.0,18400.0,1222988.0,58.8,Palermo,ICCS0401,554,Robbery
IT005M,2020,5009.0,18400.0,1222988.0,58.8,Palermo,ICCS05012,1226,Burglary of private residential premises
IT005M,2020,5009.0,18400.0,1222988.0,58.8,Palermo,ICCS050211,4331,Theft of a motorized land vehicle
IT006M,2008,1838.5,33100.0,,,Genova,ICCS0101,17,Intentional homicide
IT006M,2008,1838.5,33100.0,,,Genova,ICCS05012,2454,Burglary of private residential premises
IT006M,2008,1838.5,33100.0,,,Genova,ICCS050211,5019,Theft of a motorized land vehicle
IT006M,2009,1838.5,32100.0,,,Genova,ICCS0101,10,Intentional homicide
IT006M,2009,1838.5,32100.0,,,Genova,ICCS05012,2074,Burglary of private residential premises
IT006M,2009,1838.5,32100.0,,,Genova,ICCS050211,4488,Theft of a motorized land vehicle
IT006M,2010,1838.5,32100.0,,,Genova,ICCS0101,11,Intentional homicide
IT006M,2010,1838.5,32100.0,,,Genova,ICCS05012,1979,Burglary of private residential premises
IT006M,2010,1838.5,32100.0,,,Genova,ICCS050211,3784,Theft of a motorized land vehicle
IT006M,2011,1838.5,32000.0,,,Genova,ICCS0101,11,Intentional homicide
IT006M,2011,1838.5,32000.0,,,Genova,ICCS05012,2506,Burglary of private residential premises
IT006M,2011,1838.5,32000.0,,,Genova,ICCS050211,4270,Theft of a motorized land vehicle
IT006M,2012,1838.5,31600.0,,,Genova,ICCS0101,4,Intentional homicide
IT006M,2012,1838.5,31600.0,,,Genova,ICCS05012,3103,Burglary of private residential premises
IT006M,2012,1838.5,31600.0,,,Genova,ICCS050211,3759,Theft of a motorized land vehicle
IT006M,2013,1834.0,31200.0,,,Genova,ICCS0101,3,Intentional homicide
IT006M,2013,1834.0,31200.0,,,Genova,ICCS05012,2993,Burglary of private residential premises
IT006M,2013,1834.0,31200.0,,,Genova,ICCS050211,3465,Theft of a motorized land vehicle
IT006M,2014,1834.0,32600.0,868046.0,,Genova,ICCS0101,5,Intentional homicide
IT006M,2014,1834.0,32600.0,868046.0,,Genova,ICCS0401,520,Robbery
IT006M,2014,1834.0,32600.0,868046.0,,Genova,ICCS05012,3258,Burglary of private residential premises
IT006M,2014,1834.0,32600.0,868046.0,,Genova,ICCS050211,3322,Theft of a motorized land vehicle
IT006M,2015,1834.0,33400.0,862175.0,,Genova,ICCS0101,2,Intentional homicide
IT006M,2015,1834.0,33400.0,862175.0,,Genova,ICCS0401,459,Robbery
IT006M,2015,1834.0,33400.0,862175.0,,Genova,ICCS05012,2910,Burglary of private residential premises
IT006M,2015,1834.0,33400.0,862175.0,,Genova,ICCS050211,2502,Theft of a motorized land vehicle
IT006M,2016,1834.0,34300.0,854099.0,36.5,Genova,ICCS0101,7,Intentional homicide
IT006M,2016,1834.0,34300.0,854099.0,36.5,Genova,ICCS0401,467,Robbery
IT006M,2016,1834.0,34300.0,854099.0,36.5,Genova,ICCS05012,2754,Burglary of private residential premises
IT006M,2016,1834.0,34300.0,854099.0,36.5,Genova,ICCS050211,2126,Theft of a motorized land vehicle
IT006M,2017,1834.0,35400.0,850071.0,33.1,Genova,ICCS0101,5,Intentional homicide
IT006M,2017,1834.0,35400.0,850071.0,33.1,Genova,ICCS0401,415,Robbery
IT006M,2017,1834.0,35400.0,850071.0,33.1,Genova,ICCS05012,2715,Burglary of private residential premises
IT006M,2017,1834.0,35400.0,850071.0,33.1,Genova,ICCS050211,2084,Theft of a motorized land vehicle
IT006M,2018,1834.0,35600.0,844957.0,35.9,Genova,ICCS0101,2,Intentional homicide
IT006M,2018,1834.0,35600.0,844957.0,35.9,Genova,ICCS0401,403,Robbery
IT006M,2018,1834.0,35600.0,844957.0,35.9,Genova,ICCS05012,2384,Burglary of private residential premises
IT006M,2018,1834.0,35600.0,844957.0,35.9,Genova,ICCS050211,1807,Theft of a motorized land vehicle
IT006M,2019,1834.0,36800.0,831172.0,37.2,Genova,ICCS0101,2,Intentional homicide
IT006M,2019,1834.0,36800.0,831172.0,37.2,Genova,ICCS0401,361,Robbery
IT006M,2019,1834.0,36800.0,831172.0,37.2,Genova,ICCS05012,1929,Burglary of private residential premises
IT006M,2019,1834.0,36800.0,831172.0,37.2,Genova,ICCS050211,1560,Theft of a motorized land vehicle
IT006M,2020,1834.0,32400.0,826194.0,29.3,Genova,ICCS0101,5,Intentional homicide
IT006M,2020,1834.0,32400.0,826194.0,29.3,Genova,ICCS0401,420,Robbery
IT006M,2020,1834.0,32400.0,826194.0,29.3,Genova,ICCS05012,1156,Burglary of private residential premises
IT006M,2020,1834.0,32400.0,826194.0,29.3,Genova,ICCS050211,1086,Theft of a motorized land vehicle
IT007M,2008,3514.4,35600.0,,,Firenze,ICCS0101,8,Intentional homicide
IT007M,2008,3514.4,35600.0,,,Firenze,ICCS05012,2481,Burglary of private residential premises
IT007M,2008,3514.4,35600.0,,,Firenze,ICCS050211,3543,Theft of a motorized land vehicle
IT007M,2009,3514.4,34400.0,,,Firenze,ICCS0101,5,Intentional homicide
IT007M,2009,3514.4,34400.0,,,Firenze,ICCS05012,3072,Burglary of private residential premises
IT007M,2009,3514.4,34400.0,,,Firenze,ICCS050211,3486,Theft of a motorized land vehicle
IT007M,2010,3514.4,34500.0,,,Firenze,ICCS0101,11,Intentional homicide
IT007M,2010,3514.4,34500.0,,,Firenze,ICCS05012,3278,Burglary of private residential premises
IT007M,2010,3514.4,34500.0,,,Firenze,ICCS050211,2678,Theft of a motorized land vehicle
IT007M,2011,3514.4,35200.0,,,Firenze,ICCS0101,3,Intentional homicide
IT007M,2011,3514.4,35200.0,,,Firenze,ICCS05012,4287,Burglary of private residential premises
IT007M,2011,3514.4,35200.0,,,Firenze,ICCS050211,2491,Theft of a motorized land vehicle
IT007M,2012,3514.4,35200.0,,,Firenze,ICCS0101,3,Intentional homicide
IT007M,2012,3514.4,35200.0,,,Firenze,ICCS05012,5672,Burglary of private residential premises
IT007M,2012,3514.4,35200.0,,,Firenze,ICCS050211,2750,Theft of a motorized land vehicle
IT007M,2013,3514.0,34800.0,,,Firenze,ICCS0101,3,Intentional homicide
IT007M,2013,3514.0,34800.0,,,Firenze,ICCS05012,5787,Burglary of private residential premises
IT007M,2013,3514.0,34800.0,,,Firenze,ICCS050211,2303,Theft of a motorized land vehicle
IT007M,2014,3514.0,35700.0,1007252.0,,Firenze,ICCS0101,10,Intentional homicide
IT007M,2014,3514.0,35700.0,1007252.0,,Firenze,ICCS0401,638,Robbery
IT007M,2014,3514.0,35700.0,1007252.0,,Firenze,ICCS05012,5488,Burglary of private residential premises
IT007M,2014,3514.0,35700.0,1007252.0,,Firenze,ICCS050211,2196,Theft of a motorized land vehicle
IT007M,2015,3514.0,36100.0,1012180.0,,Firenze,ICCS0101,4,Intentional homicide
IT007M,2015,3514.0,36100.0,1012180.0,,Firenze,ICCS0401,506,Robbery
IT007M,2015,3514.0,36100.0,1012180.0,,Firenze,ICCS05012,5074,Burglary of private residential premises
IT007M,2015,3514.0,36100.0,1012180.0,,Firenze,ICCS050211,1831,Theft of a motorized land vehicle
IT007M,2016,3514.0,37000.0,1013348.0,37.9,Firenze,ICCS0101,4,Intentional homicide
IT007M,2016,3514.0,37000.0,1013348.0,37.9,Firenze,ICCS0401,577,Robbery
IT007M,2016,3514.0,37000.0,1013348.0,37.9,Firenze,ICCS05012,5087,Burglary of private residential premises
IT007M,2016,3514.0,37000.0,1013348.0,37.9,Firenze,ICCS050211,1922,Theft of a motorized land vehicle
IT007M,2017,3514.0,37600.0,1014423.0,32.6,Firenze,ICCS0101,0,Intentional homicide
IT007M,2017,3514.0,37600.0,1014423.0,32.6,Firenze,ICCS0401,579,Robbery
IT007M,2017,3514.0,37600.0,1014423.0,32.6,Firenze,ICCS05012,4927,Burglary of private residential premises
IT007M,2017,3514.0,37600.0,1014423.0,32.6,Firenze,ICCS050211,1949,Theft of a motorized land vehicle
IT007M,2018,3514.0,38900.0,1013260.0,27.9,Firenze,ICCS0101,8,Intentional homicide
