metroreg,TIME_PERIOD,area,gdp,population,unemp,metroreg_d,iccs,Nr_Crimes,iccs_d
DE033M,2014,1998.0,34300.0,645888.0,,Augsburg,ICCS0101,7,Intentional homicide
DE033M,2014,1998.0,34300.0,645888.0,,Augsburg,ICCS0401,149,Robbery
DE033M,2014,1998.0,34300.0,645888.0,,Augsburg,ICCS05012,480,Burglary of private residential premises
DE033M,2015,1998.0,35800.0,653102.0,,Augsburg,ICCS0101,2,Intentional homicide
DE033M,2015,1998.0,35800.0,653102.0,,Augsburg,ICCS0401,176,Robbery
DE033M,2015,1998.0,35800.0,653102.0,,Augsburg,ICCS05012,557,Burglary of private residential premises
DE033M,2016,1998.0,36300.0,662890.0,13.9,Augsburg,ICCS0101,2,Intentional homicide
DE033M,2016,1998.0,36300.0,662890.0,13.9,Augsburg,ICCS0401,132,Robbery
DE033M,2016,1998.0,36300.0,662890.0,13.9,Augsburg,ICCS05012,453,Burglary of private residential premises
DE033M,2016,1998.0,36300.0,662890.0,13.9,Augsburg,ICCS050211,149,Theft of a motorized land vehicle
DE033M,2017,1998.0,37000.0,668522.0,14.9,Augsburg,ICCS0101,5,Intentional homicide
DE033M,2017,1998.0,37000.0,668522.0,14.9,Augsburg,ICCS0401,152,Robbery
DE033M,2017,1998.0,37000.0,668522.0,14.9,Augsburg,ICCS05012,252,Burglary of private residential premises
DE033M,2017,1998.0,37000.0,668522.0,14.9,Augsburg,ICCS050211,106,Theft of a motorized land vehicle
DE033M,2018,1998.0,38300.0,675285.0,12.6,Augsburg,ICCS0101,4,Intentional homicide
DE033M,2018,1998.0,38300.0,675285.0,12.6,Augsburg,ICCS0401,140,Robbery
DE033M,2018,1998.0,38300.0,675285.0,12.6,Augsburg,ICCS05012,310,Burglary of private residential premises
DE033M,2018,1998.0,38300.0,675285.0,12.6,Augsburg,ICCS050211,121,Theft of a motorized land vehicle
DE033M,2019,1998.0,39500.0,680265.0,12.7,Augsburg,ICCS0101,4,Intentional homicide
DE033M,2019,1998.0,39500.0,680265.0,12.7,Augsburg,ICCS0401,127,Robbery
DE033M,2019,1998.0,39500.0,680265.0,12.7,Augsburg,ICCS05012,187,Burglary of private residential premises
DE033M,2019,1998.0,39500.0,680265.0,12.7,Augsburg,ICCS050211,138,Theft of a motorized land vehicle
DE034M,2012,1294.4,39900.0,,,Bonn,ICCS0101,8,Intentional homicide
DE034M,2012,1294.4,39900.0,,,Bonn,ICCS0401,775,Robbery
DE034M,2012,1294.4,39900.0,,,Bonn,ICCS05012,3870,Burglary of private residential premises
DE034M,2013,1294.0,42000.0,,,Bonn,ICCS0101,3,Intentional homicide
DE034M,2013,1294.0,42000.0,,,Bonn,ICCS0401,770,Robbery
DE034M,2013,1294.0,42000.0,,,Bonn,ICCS05012,3826,Burglary of private residential premises
DE034M,2014,1294.0,41000.0,893567.0,,Bonn,ICCS0101,7,Intentional homicide
DE034M,2014,1294.0,41000.0,893567.0,,Bonn,ICCS0401,689,Robbery
DE034M,2014,1294.0,41000.0,893567.0,,Bonn,ICCS05012,3508,Burglary of private residential premises
DE034M,2015,1294.0,41500.0,899739.0,,Bonn,ICCS0101,2,Intentional homicide
DE034M,2015,1294.0,41500.0,899739.0,,Bonn,ICCS0401,748,Robbery
DE034M,2015,1294.0,41500.0,899739.0,,Bonn,ICCS05012,3216,Burglary of private residential premises
DE034M,2016,1294.0,41700.0,915022.0,15.4,Bonn,ICCS0101,7,Intentional homicide
DE034M,2016,1294.0,41700.0,915022.0,15.4,Bonn,ICCS0401,541,Robbery
DE034M,2016,1294.0,41700.0,915022.0,15.4,Bonn,ICCS05012,2690,Burglary of private residential premises
DE034M,2016,1294.0,41700.0,915022.0,15.4,Bonn,ICCS050211,866,Theft of a motorized land vehicle
DE034M,2017,1294.0,43600.0,919979.0,15.3,Bonn,ICCS0101,8,Intentional homicide
DE034M,2017,1294.0,43600.0,919979.0,15.3,Bonn,ICCS0401,544,Robbery
DE034M,2017,1294.0,43600.0,919979.0,15.3,Bonn,ICCS05012,2302,Burglary of private residential premises
DE034M,2017,1294.0,43600.0,919979.0,15.3,Bonn,ICCS050211,935,Theft of a motorized land vehicle
DE034M,2018,1294.0,46900.0,924546.0,15.1,Bonn,ICCS0101,2,Intentional homicide
DE034M,2018,1294.0,46900.0,924546.0,15.1,Bonn,ICCS0401,449,Robbery
DE034M,2018,1294.0,46900.0,924546.0,15.1,Bonn,ICCS05012,1963,Burglary of private residential premises
DE034M,2018,1294.0,46900.0,924546.0,15.1,Bonn,ICCS050211,718,Theft of a motorized land vehicle
DE034M,2019,1294.0,45500.0,927038.0,14.2,Bonn,ICCS0101,5,Intentional homicide
DE034M,2019,1294.0,45500.0,927038.0,14.2,Bonn,ICCS0401,481,Robbery
DE034M,2019,1294.0,45500.0,927038.0,14.2,Bonn,ICCS05012,1743,Burglary of private residential premises
DE034M,2019,1294.0,45500.0,927038.0,14.2,Bonn,ICCS050211,782,Theft of a motorized land vehicle
DE035M,2012,1258.5,42500.0,,,Karlsruhe,ICCS0101,7,Intentional homicide
DE035M,2012,1258.5,42500.0,,,Karlsruhe,ICCS0401,317,Robbery
DE035M,2012,1258.5,42500.0,,,Karlsruhe,ICCS05012,686,Burglary of private residential premises
DE035M,2013,1258.0,42400.0,,,Karlsruhe,ICCS0101,7,Intentional homicide
DE035M,2013,1258.0,42400.0,,,Karlsruhe,ICCS0401,317,Robbery
DE035M,2013,1258.0,42400.0,,,Karlsruhe,ICCS05012,1188,Burglary of private residential premises
DE035M,2014,1258.0,44800.0,728289.0,,Karlsruhe,ICCS0101,3,Intentional homicide
DE035M,2014,1258.0,44800.0,728289.0,,Karlsruhe,ICCS0401,316,Robbery
DE035M,2014,1258.0,44800.0,728289.0,,Karlsruhe,ICCS05012,1120,Burglary of private residential premises
DE035M,2015,1258.0,46300.0,731366.0,,Karlsruhe,ICCS0101,3,Intentional homicide
DE035M,2015,1258.0,46300.0,731366.0,,Karlsruhe,ICCS0401,386,Robbery
DE035M,2015,1258.0,46300.0,731366.0,,Karlsruhe,ICCS05012,938,Burglary of private residential premises
DE035M,2016,1258.0,46600.0,743596.0,13.7,Karlsruhe,ICCS0101,4,Intentional homicide
DE035M,2016,1258.0,46600.0,743596.0,13.7,Karlsruhe,ICCS0401,302,Robbery
DE035M,2016,1258.0,46600.0,743596.0,13.7,Karlsruhe,ICCS05012,903,Burglary of private residential premises
DE035M,2016,1258.0,46600.0,743596.0,13.7,Karlsruhe,ICCS050211,305,Theft of a motorized land vehicle
DE035M,2017,1258.0,48200.0,750336.0,13.2,Karlsruhe,ICCS0101,5,Intentional homicide
DE035M,2017,1258.0,48200.0,750336.0,13.2,Karlsruhe,ICCS0401,257,Robbery
DE035M,2017,1258.0,48200.0,750336.0,13.2,Karlsruhe,ICCS05012,669,Burglary of private residential premises
DE035M,2017,1258.0,48200.0,750336.0,13.2,Karlsruhe,ICCS050211,268,Theft of a motorized land vehicle
DE035M,2018,1258.0,50000.0,754592.0,10.4,Karlsruhe,ICCS0101,3,Intentional homicide
DE035M,2018,1258.0,50000.0,754592.0,10.4,Karlsruhe,ICCS0401,202,Robbery
DE035M,2018,1258.0,50000.0,754592.0,10.4,Karlsruhe,ICCS05012,517,Burglary of private residential premises
DE035M,2018,1258.0,50000.0,754592.0,10.4,Karlsruhe,ICCS050211,309,Theft of a motorized land vehicle
DE035M,2019,1258.0,51200.0,757324.0,11.3,Karlsruhe,ICCS0101,4,Intentional homicide
DE035M,2019,1258.0,51200.0,757324.0,11.3,Karlsruhe,ICCS0401,263,Robbery
DE035M,2019,1258.0,51200.0,757324.0,11.3,Karlsruhe,ICCS05012,461,Burglary of private residential premises
DE035M,2019,1258.0,51200.0,757324.0,11.3,Karlsruhe,ICCS050211,305,Theft of a motorized land vehicle
DE036M,2012,170.5,29500.0,,,Mönchengladbach,ICCS0101,2,Intentional homicide
DE036M,2012,170.5,29500.0,,,Mönchengladbach,ICCS0401,329,Robbery
DE036M,2012,170.5,29500.0,,,Mönchengladbach,ICCS05012,971,Burglary of private residential premises
DE036M,2013,170.0,29500.0,,,Mönchengladbach,ICCS0101,2,Intentional homicide
DE036M,2013,170.0,29500.0,,,Mönchengladbach,ICCS0401,234,Robbery
DE036M,2013,170.0,29500.0,,,Mönchengladbach,ICCS05012,786,Burglary of private residential premises
DE036M,2014,170.0,30600.0,255430.0,,Mönchengladbach,ICCS0101,1,Intentional homicide
DE036M,2014,170.0,30600.0,255430.0,,Mönchengladbach,ICCS0401,291,Robbery
DE036M,2014,170.0,30600.0,255430.0,,Mönchengladbach,ICCS05012,683,Burglary of private residential premises
DE036M,2015,170.0,31600.0,256853.0,,Mönchengladbach,ICCS0101,2,Intentional homicide
DE036M,2015,170.0,31600.0,256853.0,,Mönchengladbach,ICCS0401,327,Robbery
DE036M,2015,170.0,31600.0,256853.0,,Mönchengladbach,ICCS05012,955,Burglary of private residential premises
DE036M,2016,170.0,32500.0,259996.0,,Mönchengladbach,ICCS0101,1,Intentional homicide
DE036M,2016,170.0,32500.0,259996.0,,Mönchengladbach,ICCS0401,277,Robbery
DE036M,2016,170.0,32500.0,259996.0,,Mönchengladbach,ICCS05012,826,Burglary of private residential premises
DE036M,2016,170.0,32500.0,259996.0,,Mönchengladbach,ICCS050211,380,Theft of a motorized land vehicle
DE036M,2017,170.0,33900.0,260925.0,,Mönchengladbach,ICCS0101,2,Intentional homicide
DE036M,2017,170.0,33900.0,260925.0,,Mönchengladbach,ICCS0401,218,Robbery
DE036M,2017,170.0,33900.0,260925.0,,Mönchengladbach,ICCS05012,718,Burglary of private residential premises
DE036M,2017,170.0,33900.0,260925.0,,Mönchengladbach,ICCS050211,229,Theft of a motorized land vehicle
DE036M,2018,170.0,34100.0,262188.0,,Mönchengladbach,ICCS0101,1,Intentional homicide
DE036M,2018,170.0,34100.0,262188.0,,Mönchengladbach,ICCS0401,183,Robbery
DE036M,2018,170.0,34100.0,262188.0,,Mönchengladbach,ICCS05012,569,Burglary of private residential premises
DE036M,2018,170.0,34100.0,262188.0,,Mönchengladbach,ICCS050211,250,Theft of a motorized land vehicle
DE036M,2019,170.0,34700.0,261454.0,,Mönchengladbach,ICCS0101,1,Intentional homicide
DE036M,2019,170.0,34700.0,261454.0,,Mönchengladbach,ICCS0401,212,Robbery
DE036M,2019,170.0,34700.0,261454.0,,Mönchengladbach,ICCS05012,478,Burglary of private residential premises
DE036M,2019,170.0,34700.0,261454.0,,Mönchengladbach,ICCS050211,305,Theft of a motorized land vehicle
DE037M,2012,703.4,42200.0,,,Mainz,ICCS0101,5,Intentional homicide
DE037M,2012,703.4,42200.0,,,Mainz,ICCS0401,180,Robbery
DE037M,2012,703.4,42200.0,,,Mainz,ICCS05012,709,Burglary of private residential premises
DE037M,2013,703.0,42500.0,,,Mainz,ICCS0101,4,Intentional homicide
DE037M,2013,703.0,42500.0,,,Mainz,ICCS0401,168,Robbery
DE037M,2013,703.0,42500.0,,,Mainz,ICCS05012,677,Burglary of private residential premises
DE037M,2014,703.0,43300.0,407606.0,,Mainz,ICCS0101,9,Intentional homicide
DE037M,2014,703.0,43300.0,407606.0,,Mainz,ICCS0401,173,Robbery
DE037M,2014,703.0,43300.0,407606.0,,Mainz,ICCS05012,542,Burglary of private residential premises
DE037M,2015,703.0,43800.0,411505.0,,Mainz,ICCS0101,2,Intentional homicide
DE037M,2015,703.0,43800.0,411505.0,,Mainz,ICCS0401,189,Robbery
DE037M,2015,703.0,43800.0,411505.0,,Mainz,ICCS05012,921,Burglary of private residential premises
DE037M,2016,703.0,45000.0,418528.0,8.1,Mainz,ICCS0101,3,Intentional homicide
DE037M,2016,703.0,45000.0,418528.0,8.1,Mainz,ICCS0401,161,Robbery
DE037M,2016,703.0,45000.0,418528.0,8.1,Mainz,ICCS05012,667,Burglary of private residential premises
DE037M,2016,703.0,45000.0,418528.0,8.1,Mainz,ICCS050211,217,Theft of a motorized land vehicle
DE037M,2017,703.0,45300.0,422712.0,9.0,Mainz,ICCS0101,5,Intentional homicide
DE037M,2017,703.0,45300.0,422712.0,9.0,Mainz,ICCS0401,139,Robbery
DE037M,2017,703.0,45300.0,422712.0,9.0,Mainz,ICCS05012,511,Burglary of private residential premises
DE037M,2017,703.0,45300.0,422712.0,9.0,Mainz,ICCS050211,351,Theft of a motorized land vehicle
DE037M,2018,703.0,46500.0,424895.0,8.7,Mainz,ICCS0101,1,Intentional homicide
DE037M,2018,703.0,46500.0,424895.0,8.7,Mainz,ICCS0401,169,Robbery
DE037M,2018,703.0,46500.0,424895.0,8.7,Mainz,ICCS05012,488,Burglary of private residential premises
DE037M,2018,703.0,46500.0,424895.0,8.7,Mainz,ICCS050211,235,Theft of a motorized land vehicle
DE037M,2019,703.0,47600.0,428007.0,6.3,Mainz,ICCS0101,1,Intentional homicide
DE037M,2019,703.0,47600.0,428007.0,6.3,Mainz,ICCS0401,156,Robbery
DE037M,2019,703.0,47600.0,428007.0,6.3,Mainz,ICCS05012,334,Burglary of private residential premises
DE037M,2019,703.0,47600.0,428007.0,6.3,Mainz,ICCS050211,223,Theft of a motorized land vehicle
DE038M,2012,4435.5,28900.0,,,Ruhrgebiet,ICCS0101,23,Intentional homicide
DE038M,2012,4435.5,28900.0,,,Ruhrgebiet,ICCS0401,5169,Robbery
DE038M,2012,4435.5,28900.0,,,Ruhrgebiet,ICCS05012,18184,Burglary of private residential premises
DE038M,2013,4438.0,29100.0,,,Ruhrgebiet,ICCS0101,33,Intentional homicide
DE038M,2013,4438.0,29100.0,,,Ruhrgebiet,ICCS0401,5396,Robbery
DE038M,2013,4438.0,29100.0,,,Ruhrgebiet,ICCS05012,18785,Burglary of private residential premises
DE038M,2014,4438.0,30000.0,5045784.0,,Ruhrgebiet,ICCS0101,27,Intentional homicide
DE038M,2014,4438.0,30000.0,5045784.0,,Ruhrgebiet,ICCS0401,4946,Robbery
DE038M,2014,4438.0,30000.0,5045784.0,,Ruhrgebiet,ICCS05012,17830,Burglary of private residential premises
DE038M,2015,4438.0,30300.0,5054634.0,,Ruhrgebiet,ICCS0101,38,Intentional homicide
DE038M,2015,4438.0,30300.0,5054634.0,,Ruhrgebiet,ICCS0401,4786,Robbery
DE038M,2015,4438.0,30300.0,5054634.0,,Ruhrgebiet,ICCS05012,22530,Burglary of private residential premises
DE038M,2016,4438.0,30700.0,5109253.0,145.9,Ruhrgebiet,ICCS0101,44,Intentional homicide
DE038M,2016,4438.0,30700.0,5109253.0,145.9,Ruhrgebiet,ICCS0401,4611,Robbery
DE038M,2016,4438.0,30700.0,5109253.0,145.9,Ruhrgebiet,ICCS05012,18634,Burglary of private residential premises
DE038M,2016,4438.0,30700.0,5109253.0,145.9,Ruhrgebiet,ICCS050211,3846,Theft of a motorized land vehicle
DE038M,2017,4438.0,31800.0,5118681.0,135.1,Ruhrgebiet,ICCS0101,40,Intentional homicide
DE038M,2017,4438.0,31800.0,5118681.0,135.1,Ruhrgebiet,ICCS0401,4117,Robbery
DE038M,2017,4438.0,31800.0,5118681.0,135.1,Ruhrgebiet,ICCS05012,13216,Burglary of private residential premises
DE038M,2017,4438.0,31800.0,5118681.0,135.1,Ruhrgebiet,ICCS050211,3727,Theft of a motorized land vehicle
DE038M,2018,4438.0,33200.0,5113487.0,131.4,Ruhrgebiet,ICCS0101,35,Intentional homicide
DE038M,2018,4438.0,33200.0,5113487.0,131.4,Ruhrgebiet,ICCS0401,3658,Robbery
DE038M,2018,4438.0,33200.0,5113487.0,131.4,Ruhrgebiet,ICCS05012,9935,Burglary of private residential premises
DE038M,2018,4438.0,33200.0,5113487.0,131.4,Ruhrgebiet,ICCS050211,3593,Theft of a motorized land vehicle
DE038M,2019,4438.0,33800.0,5111530.0,120.4,Ruhrgebiet,ICCS0101,34,Intentional homicide
DE038M,2019,4438.0,33800.0,5111530.0,120.4,Ruhrgebiet,ICCS0401,3574,Robbery
DE038M,2019,4438.0,33800.0,5111530.0,120.4,Ruhrgebiet,ICCS05012,8481,Burglary of private residential premises
DE038M,2019,4438.0,33800.0,5111530.0,120.4,Ruhrgebiet,ICCS050211,3313,Theft of a motorized land vehicle
DE039M,2012,3388.1,29900.0,,,Kiel,ICCS0101,4,Intentional homicide
DE039M,2012,3388.1,29900.0,,,Kiel,ICCS0401,488,Robbery
DE039M,2012,3388.1,29900.0,,,Kiel,ICCS05012,1650,Burglary of private residential premises
DE039M,2013,3391.0,30400.0,,,Kiel,ICCS0101,3,Intentional homicide
DE039M,2013,3391.0,30400.0,,,Kiel,ICCS0401,356,Robbery
DE039M,2013,3391.0,30400.0,,,Kiel,ICCS05012,1872,Burglary of private residential premises
DE039M,2014,3391.0,31100.0,636251.0,,Kiel,ICCS0101,5,Intentional homicide
DE039M,2014,3391.0,31100.0,636251.0,,Kiel,ICCS0401,412,Robbery
DE039M,2014,3391.0,31100.0,636251.0,,Kiel,ICCS05012,1832,Burglary of private residential premises
DE039M,2015,3391.0,31100.0,638641.0,,Kiel,ICCS0101,2,Intentional homicide
DE039M,2015,3391.0,31100.0,638641.0,,Kiel,ICCS0401,373,Robbery
DE039M,2015,3391.0,31100.0,638641.0,,Kiel,ICCS05012,1908,Burglary of private residential premises
DE039M,2016,3391.0,31800.0,644988.0,16.0,Kiel,ICCS0101,5,Intentional homicide
DE039M,2016,3391.0,31800.0,644988.0,16.0,Kiel,ICCS0401,407,Robbery
DE039M,2016,3391.0,31800.0,644988.0,16.0,Kiel,ICCS05012,1686,Burglary of private residential premises
DE039M,2016,3391.0,31800.0,644988.0,16.0,Kiel,ICCS050211,342,Theft of a motorized land vehicle
DE039M,2017,3391.0,33500.0,648481.0,11.4,Kiel,ICCS0101,2,Intentional homicide
DE039M,2017,3391.0,33500.0,648481.0,11.4,Kiel,ICCS0401,375,Robbery
DE039M,2017,3391.0,33500.0,648481.0,11.4,Kiel,ICCS05012,1341,Burglary of private residential premises
DE039M,2017,3391.0,33500.0,648481.0,11.4,Kiel,ICCS050211,325,Theft of a motorized land vehicle
DE039M,2018,3391.0,34400.0,649807.0,10.3,Kiel,ICCS0101,5,Intentional homicide
DE039M,2018,3391.0,34400.0,649807.0,10.3,Kiel,ICCS0401,347,Robbery
DE039M,2018,3391.0,34400.0,649807.0,10.3,Kiel,ICCS05012,1005,Burglary of private residential premises
DE039M,2018,3391.0,34400.0,649807.0,10.3,Kiel,ICCS050211,315,Theft of a motorized land vehicle
DE039M,2019,3391.0,36200.0,648970.0,11.7,Kiel,ICCS0101,8,Intentional homicide
DE039M,2019,3391.0,36200.0,648970.0,11.7,Kiel,ICCS0401,336,Robbery
DE039M,2019,3391.0,36200.0,648970.0,11.7,Kiel,ICCS05012,1029,Burglary of private residential premises
DE039M,2019,3391.0,36200.0,648970.0,11.7,Kiel,ICCS050211,280,Theft of a motorized land vehicle
DE040M,2012,1537.4,34100.0,,,Saarbrücken,ICCS0101,8,Intentional homicide
DE040M,2012,1537.4,34100.0,,,Saarbrücken,ICCS0401,530,Robbery
DE040M,2012,1537.4,34100.0,,,Saarbrücken,ICCS05012,1758,Burglary of private residential premises
DE040M,2013,1538.0,33900.0,,,Saarbrücken,ICCS0101,6,Intentional homicide
DE040M,2013,1538.0,33900.0,,,Saarbrücken,ICCS0401,550,Robbery
DE040M,2013,1538.0,33900.0,,,Saarbrücken,ICCS05012,1829,Burglary of private residential premises
DE040M,2014,1538.0,35700.0,799027.0,,Saarbrücken,ICCS0101,8,Intentional homicide
DE040M,2014,1538.0,35700.0,799027.0,,Saarbrücken,ICCS0401,543,Robbery
DE040M,2014,1538.0,35700.0,799027.0,,Saarbrücken,ICCS05012,2139,Burglary of private residential premises
DE040M,2015,1538.0,36600.0,797789.0,,Saarbrücken,ICCS0101,9,Intentional homicide
DE040M,2015,1538.0,36600.0,797789.0,,Saarbrücken,ICCS0401,497,Robbery
DE040M,2015,1538.0,36600.0,797789.0,,Saarbrücken,ICCS05012,2136,Burglary of private residential premises
DE040M,2016,1538.0,36500.0,802708.0,21.6,Saarbrücken,ICCS0101,5,Intentional homicide
DE040M,2016,1538.0,36500.0,802708.0,21.6,Saarbrücken,ICCS0401,515,Robbery
DE040M,2016,1538.0,36500.0,802708.0,21.6,Saarbrücken,ICCS05012,1634,Burglary of private residential premises
DE040M,2016,1538.0,36500.0,802708.0,21.6,Saarbrücken,ICCS050211,451,Theft of a motorized land vehicle
DE040M,2017,1538.0,37300.0,804286.0,19.2,Saarbrücken,ICCS0101,6,Intentional homicide
DE040M,2017,1538.0,37300.0,804286.0,19.2,Saarbrücken,ICCS0401,456,Robbery
DE040M,2017,1538.0,37300.0,804286.0,19.2,Saarbrücken,ICCS05012,1210,Burglary of private residential premises
DE040M,2017,1538.0,37300.0,804286.0,19.2,Saarbrücken,ICCS050211,388,Theft of a motorized land vehicle
DE040M,2018,1538.0,37900.0,802664.0,15.5,Saarbrücken,ICCS0101,10,Intentional homicide
DE040M,2018,1538.0,37900.0,802664.0,15.5,Saarbrücken,ICCS0401,451,Robbery
DE040M,2018,1538.0,37900.0,802664.0,15.5,Saarbrücken,ICCS05012,1496,Burglary of private residential premises
DE040M,2018,1538.0,37900.0,802664.0,15.5,Saarbrücken,ICCS050211,435,Theft of a motorized land vehicle
DE040M,2019,1538.0,37900.0,799746.0,15.3,Saarbrücken,ICCS0101,8,Intentional homicide
DE040M,2019,1538.0,37900.0,799746.0,15.3,Saarbrücken,ICCS0401,490,Robbery
DE040M,2019,1538.0,37900.0,799746.0,15.3,Saarbrücken,ICCS05012,1310,Burglary of private residential premises
DE040M,2019,1538.0,37900.0,799746.0,15.3,Saarbrücken,ICCS050211,582,Theft of a motorized land vehicle
DE042M,2012,922.4,38500.0,,,Koblenz,ICCS0101,5,Intentional homicide
DE042M,2012,922.4,38500.0,,,Koblenz,ICCS0401,124,Robbery
DE042M,2012,922.4,38500.0,,,Koblenz,ICCS05012,447,Burglary of private residential premises
DE042M,2013,923.0,39900.0,,,Koblenz,ICCS0101,2,Intentional homicide
DE042M,2013,923.0,39900.0,,,Koblenz,ICCS0401,124,Robbery
DE042M,2013,923.0,39900.0,,,Koblenz,ICCS05012,522,Burglary of private residential premises
DE042M,2014,923.0,40800.0,320428.0,,Koblenz,ICCS0101,3,Intentional homicide
DE042M,2014,923.0,40800.0,320428.0,,Koblenz,ICCS0401,149,Robbery
DE042M,2014,923.0,40800.0,320428.0,,Koblenz,ICCS05012,416,Burglary of private residential premises
DE042M,2015,923.0,41900.0,321875.0,,Koblenz,ICCS0101,2,Intentional homicide
DE042M,2015,923.0,41900.0,321875.0,,Koblenz,ICCS0401,108,Robbery
DE042M,2015,923.0,41900.0,321875.0,,Koblenz,ICCS05012,519,Burglary of private residential premises
DE042M,2016,923.0,42300.0,324511.0,5.3,Koblenz,ICCS0101,2,Intentional homicide
DE042M,2016,923.0,42300.0,324511.0,5.3,Koblenz,ICCS0401,144,Robbery
DE042M,2016,923.0,42300.0,324511.0,5.3,Koblenz,ICCS05012,566,Burglary of private residential premises
DE042M,2016,923.0,42300.0,324511.0,5.3,Koblenz,ICCS050211,178,Theft of a motorized land vehicle
DE042M,2017,923.0,43700.0,326573.0,5.6,Koblenz,ICCS0101,0,Intentional homicide
DE042M,2017,923.0,43700.0,326573.0,5.6,Koblenz,ICCS0401,119,Robbery
DE042M,2017,923.0,43700.0,326573.0,5.6,Koblenz,ICCS05012,461,Burglary of private residential premises
DE042M,2017,923.0,43700.0,326573.0,5.6,Koblenz,ICCS050211,148,Theft of a motorized land vehicle
DE042M,2018,923.0,44100.0,327398.0,,Koblenz,ICCS0101,3,Intentional homicide
DE042M,2018,923.0,44100.0,327398.0,,Koblenz,ICCS0401,132,Robbery
DE042M,2018,923.0,44100.0,327398.0,,Koblenz,ICCS05012,289,Burglary of private residential premises
DE042M,2018,923.0,44100.0,327398.0,,Koblenz,ICCS050211,103,Theft of a motorized land vehicle
DE042M,2019,923.0,45700.0,328283.0,,Koblenz,ICCS0101,1,Intentional homicide
DE042M,2019,923.0,45700.0,328283.0,,Koblenz,ICCS0401,127,Robbery
DE042M,2019,923.0,45700.0,328283.0,,Koblenz,ICCS05012,236,Burglary of private residential premises
DE042M,2019,923.0,45700.0,328283.0,,Koblenz,ICCS050211,124,Theft of a motorized land vehicle
DE043M,2013,3612.0,26300.0,,,Rostock,ICCS0101,6,Intentional homicide
DE043M,2013,3612.0,26300.0,,,Rostock,ICCS0401,236,Robbery
DE043M,2013,3612.0,26300.0,,,Rostock,ICCS05012,403,Burglary of private residential premises
DE043M,2014,3612.0,28000.0,413986.0,,Rostock,ICCS0101,3,Intentional homicide
DE043M,2014,3612.0,28000.0,413986.0,,Rostock,ICCS0401,229,Robbery
DE043M,2014,3612.0,28000.0,413986.0,,Rostock,ICCS05012,382,Burglary of private residential premises
DE043M,2015,3612.0,28100.0,416045.0,,Rostock,ICCS0101,3,Intentional homicide
DE043M,2015,3612.0,28100.0,416045.0,,Rostock,ICCS0401,253,Robbery
DE043M,2015,3612.0,28100.0,416045.0,,Rostock,ICCS05012,342,Burglary of private residential premises
DE043M,2016,3612.0,28600.0,419484.0,12.7,Rostock,ICCS0101,1,Intentional homicide
DE043M,2016,3612.0,28600.0,419484.0,12.7,Rostock,ICCS0401,202,Robbery
DE043M,2016,3612.0,28600.0,419484.0,12.7,Rostock,ICCS05012,456,Burglary of private residential premises
DE043M,2016,3612.0,28600.0,419484.0,12.7,Rostock,ICCS050211,365,Theft of a motorized land vehicle
DE043M,2017,3612.0,31100.0,421458.0,12.2,Rostock,ICCS0101,1,Intentional homicide
DE043M,2017,3612.0,31100.0,421458.0,12.2,Rostock,ICCS0401,177,Robbery
DE043M,2017,3612.0,31100.0,421458.0,12.2,Rostock,ICCS05012,273,Burglary of private residential premises
DE043M,2017,3612.0,31100.0,421458.0,12.2,Rostock,ICCS050211,350,Theft of a motorized land vehicle
DE043M,2018,3612.0,30700.0,423044.0,10.8,Rostock,ICCS0101,5,Intentional homicide
DE043M,2018,3612.0,30700.0,423044.0,10.8,Rostock,ICCS0401,175,Robbery
DE043M,2018,3612.0,30700.0,423044.0,10.8,Rostock,ICCS05012,255,Burglary of private residential premises
DE043M,2018,3612.0,30700.0,423044.0,10.8,Rostock,ICCS050211,296,Theft of a motorized land vehicle
DE043M,2019,3612.0,33400.0,423999.0,8.7,Rostock,ICCS0101,5,Intentional homicide
DE043M,2019,3612.0,33400.0,423999.0,8.7,Rostock,ICCS0401,218,Robbery
DE043M,2019,3612.0,33400.0,423999.0,8.7,Rostock,ICCS05012,181,Burglary of private residential premises
DE043M,2019,3612.0,33400.0,423999.0,8.7,Rostock,ICCS050211,317,Theft of a motorized land vehicle
DE044M,2012,1353.0,24900.0,,,Kaiserslautern,ICCS0101,3,Intentional homicide
DE044M,2012,1353.0,24900.0,,,Kaiserslautern,ICCS0401,159,Robbery
DE044M,2012,1353.0,24900.0,,,Kaiserslautern,ICCS05012,564,Burglary of private residential premises
DE044M,2013,1354.0,25400.0,,,Kaiserslautern,ICCS0101,2,Intentional homicide
DE044M,2013,1354.0,25400.0,,,Kaiserslautern,ICCS0401,149,Robbery
DE044M,2013,1354.0,25400.0,,,Kaiserslautern,ICCS05012,447,Burglary of private residential premises
DE044M,2014,1354.0,27300.0,272377.0,,Kaiserslautern,ICCS0101,2,Intentional homicide
DE044M,2014,1354.0,27300.0,272377.0,,Kaiserslautern,ICCS0401,120,Robbery
DE044M,2014,1354.0,27300.0,272377.0,,Kaiserslautern,ICCS05012,486,Burglary of private residential premises
DE044M,2015,1354.0,28200.0,272553.0,,Kaiserslautern,ICCS0101,1,Intentional homicide
DE044M,2015,1354.0,28200.0,272553.0,,Kaiserslautern,ICCS0401,125,Robbery
DE044M,2015,1354.0,28200.0,272553.0,,Kaiserslautern,ICCS05012,501,Burglary of private residential premises
