,0
Intercept,2.0518210229967297
I_IUSNET,0.024052816800963953
GINI_HND,0.10512428906826363
povertyRisk_PC,-0.009511200676107709
unempRate_PC_ACT,0.016940258155759644
healthYears_YR,-0.08626667746373662
Group Var,1.0
