,0
Intercept,-148.31060245119312
I_IUSNET,2.2257257676305775
GINI_HND,-1.5779932975983908
povertyRisk_THS_PER,0.0008678276435960706
unempRate_PC_ACT,-0.16690553896578925
healthYears_YR,1.3046060035229319
Group Var,1.0
