,0
Intercept,-625.5402303995718
I_IUSNET,10.430159168031084
GINI_HND,-9.880511610763005
povertyRisk_THS_PER,0.004990879023523074
unempRate_PC_ACT,-5.480296788663274
healthYears_YR,8.879483420997207
Group Var,1.0
