,0
Intercept,-28.01748250272247
I_IUSNET,0.6390104275480087
GINI_HND,-0.9455176361685872
povertyRisk_PC,-0.4715221420533657
unempRate_PC_ACT,-0.47839325450735437
healthYears_YR,0.8590014450142619
Group Var,1.0
