DATAFLOW,LAST UPDATE,freq,unit,landuse,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2011,61952,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2012,61952,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2013,63032,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2014,63032,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2015,63032,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2016,63032,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2017,63032,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2018,53098,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2019,53098,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2020,53098,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2021,53098,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,LV_NM:Non-metropolitan regions in Latvia,2022,53098,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2013,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2014,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2015,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2016,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2017,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2018,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2019,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2020,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2021,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME:Montenegro,2022,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2013,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2014,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2015,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2016,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2017,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2018,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2019,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2020,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2021,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,ME_NM:Non-metropolitan regions in Montenegro,2022,13611,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2013,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2014,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2015,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2016,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2017,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2018,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2019,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2020,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2021,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK:North Macedonia,2022,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1991,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1992,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1993,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1994,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1995,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1996,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1997,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1998,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,1999,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2000,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2001,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2002,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2003,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2004,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2005,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2006,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2007,24914,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2008,24913,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2009,24913,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2010,24913,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2011,24913,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2012,24913,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2013,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2014,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2015,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2016,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2017,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2018,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2019,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2020,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2021,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MK_NM:Non-metropolitan regions in North Macedonia,2022,24895,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2013,314,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2014,314,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2015,314,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2016,314,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2017,314,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2018,313,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2019,313,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2020,313,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2021,313,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT:Malta,2022,313,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1990,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1991,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1992,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1993,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1994,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1995,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1996,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1997,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1998,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,1999,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2000,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2001,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2002,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2003,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2004,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2005,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2006,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2007,245.7,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2008,247,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2009,247,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2010,247,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2011,247,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2012,247,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2013,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2014,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2015,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2016,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2017,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2018,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2019,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2020,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2021,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT001MC:Valletta,2022,245,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1990,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1991,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1992,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1993,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1994,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1995,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1996,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1997,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1998,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,1999,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2000,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2001,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2002,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2003,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2004,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2005,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2006,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2007,69.9,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2008,69,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2009,69,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2010,69,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2011,69,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2012,69,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2013,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2014,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2015,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2016,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2017,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2018,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2019,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2020,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2021,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,MT_NM:Non-metropolitan regions in Malta,2022,68,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2013,34185,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2014,34185,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2015,34185,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2016,34185,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2017,34185,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2018,34188,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2019,34188,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2020,34188,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2021,34188,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL:Netherlands,2022,34188,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1990,223.1,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1991,223.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1992,223,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1993,223,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1994,226.1,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1995,224.1,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1996,224.1,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,L0008:Land area - Total,NL001M:s' Gravenhage,1997,223.9,
