DATAFLOW,LAST UPDATE,freq,unit,landuse,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES015M:Santander,2019,5326,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES015M:Santander,2020,5326,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES015M:Santander,2021,5326,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES015M:Santander,2022,5326,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1990,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1991,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1992,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1993,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1994,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1995,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1996,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1997,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1998,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,1999,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2000,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2001,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2002,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2003,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2004,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2005,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2006,2217,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2007,2217.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2008,2217.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2009,2217.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2010,2217.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2011,2217.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2012,2217.3,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2013,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2014,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2015,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2016,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2017,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2018,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2019,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2020,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2021,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES019M:Bilbao,2022,2212,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES020M:Córdoba,2018,13772,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES020M:Córdoba,2019,13772,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES020M:Córdoba,2020,13772,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES020M:Córdoba,2021,13772,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES020M:Córdoba,2022,13772,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1990,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1991,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1992,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1993,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1994,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1995,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1996,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1997,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1998,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,1999,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2000,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2001,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2002,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2003,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2004,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2005,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2006,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2007,5816.5,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2008,5816.5,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2009,5816.5,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2010,5816.5,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2011,5816.5,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2012,5816.5,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2013,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2014,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2015,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2016,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2017,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2018,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2019,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2020,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2021,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES021M:Alicante/Alacant - Elche/Elx,2022,5817,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1990,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1991,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1992,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1993,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1994,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1995,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1996,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1997,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1998,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,1999,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2000,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2001,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2002,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2003,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2004,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2005,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2006,4495,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2007,4494.6,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2008,4494.6,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2009,4494.6,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2010,4494.6,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2011,4494.6,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2012,4494.6,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2013,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2014,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2015,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2016,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2017,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2018,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2019,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2020,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2021,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES022M:Vigo,2022,4494,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2007,2034.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2008,2034.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2009,2034.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2010,2034.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2011,2034.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2012,2034.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2013,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2014,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2015,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2016,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2017,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2018,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2019,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2020,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2021,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES025M:Santa Cruz de Tenerife,2022,2034,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1990,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1991,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1992,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1993,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1994,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1995,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1996,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1997,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1998,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,1999,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2000,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2001,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2002,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2003,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2004,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2005,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2006,7950,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2007,7950.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2008,7950.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2009,7950.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2010,7950.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2011,7950.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2012,7950.4,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2013,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2014,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2015,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2016,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2017,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2018,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2019,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2020,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2021,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES026M:A Coruña,2022,7949,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1990,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1991,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1992,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1993,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1994,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1995,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1996,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1997,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1998,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,1999,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2000,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2001,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2002,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2003,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2004,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2005,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2006,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2007,12647,
ESTAT:MET_D3AREA(1.0),10/03/23 23:00:00,A:Annual,KM2:Square kilometre,TOTAL:Total area,ES501M:Granada,2008,12647,
