DATAFLOW,LAST UPDATE,freq,unit,ipc,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT002M:Graz,2008,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT003M:Linz,1988,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT003M:Linz,1993,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT004M:Salzburg,2001,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT004M:Salzburg,2008,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT004M:Salzburg,2011,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT005M:Innsbruck,2000,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,AT005M:Innsbruck,2003,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,BE002M:Antwerpen,2000,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,BE002M:Antwerpen,2002,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,BE002M:Antwerpen,2007,0.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,BE002M:Antwerpen,2010,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,BE002M:Antwerpen,2011,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,BG002M:Plovdiv,2012,0.25,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1981,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1986,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1987,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1993,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1994,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1995,1.64,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1996,1.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1997,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1998,4.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,1999,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2000,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2001,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2002,1.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2003,3.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2004,2.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2005,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2006,2.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2007,2.6,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2008,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2009,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2010,0.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2011,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH001M:Zürich,2012,0.26,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH002M:Genève,1990,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH002M:Genève,2000,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH002M:Genève,2004,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH002M:Genève,2005,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH002M:Genève,2008,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH002M:Genève,2009,0.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,1988,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,1990,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,1992,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,1996,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,1998,0.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,1999,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,2000,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,2001,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH004MC:Bern,2003,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,1985,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,1986,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,1988,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,1990,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,1999,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,2001,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,2002,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,2004,0.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,2007,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,2009,5.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CH005M:Lausanne,2012,0.8,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CY001MC:Lefkosia,1990,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CY001MC:Lefkosia,2003,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,CZ002M:Brno,2012,1,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2003,44.41,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2004,50.87,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2006,59.23,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2007,76.23,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2008,90.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2010,63.82,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE002M:Hamburg,2012,85.22,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE008M:Leipzig,2007,3.34,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE008M:Leipzig,2008,2.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE011M:Düsseldorf,1984,1.13,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE011M:Düsseldorf,2006,2.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE012M:Bremen,2003,14.59,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE012M:Bremen,2005,17.06,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE012M:Bremen,2006,16.36,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE012M:Bremen,2007,14.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE012M:Bremen,2008,18.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE012M:Bremen,2010,13.8,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE013M:Hannover,2010,2.24,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE020M:Wiesbaden,1997,1.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE020M:Wiesbaden,2000,1.95,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE020M:Wiesbaden,2009,1.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE025M:Darmstadt,1994,0.66,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE025M:Darmstadt,1996,1.66,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE025M:Darmstadt,2003,1.16,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE025M:Darmstadt,2007,0.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE027M:Freiburg im Breisgau,1986,2.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE027M:Freiburg im Breisgau,2010,0.51,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE033M:Augsburg,2002,1.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE033M:Augsburg,2005,3.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE033M:Augsburg,2007,2.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE033M:Augsburg,2008,2.86,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE033M:Augsburg,2011,3.57,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE034M:Bonn,2007,0.34,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE035M:Karlsruhe,1997,1.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE035M:Karlsruhe,2001,1.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE035M:Karlsruhe,2012,1.16,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE036M:Mönchengladbach,1997,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE036M:Mönchengladbach,1998,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE036M:Mönchengladbach,2004,0.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE036M:Mönchengladbach,2006,0.4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE037M:Mainz,2000,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE037M:Mainz,2008,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE042M:Koblenz,2010,0.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE045M:Iserlohn,1986,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE045M:Iserlohn,1987,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE045M:Iserlohn,1998,0.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE045M:Iserlohn,2006,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE045M:Iserlohn,2010,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE053M:Marburg,2009,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,1980,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,1983,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,1990,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,1991,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,1997,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,1999,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2001,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2003,0.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2004,3.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2005,6,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2006,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2007,4.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2008,1.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2009,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2010,1.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2011,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE054M:Konstanz,2012,0.5,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE057M:Gießen,1984,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE057M:Gießen,1987,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE057M:Gießen,1989,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE057M:Gießen,1996,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE057M:Gießen,2004,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE057M:Gießen,2012,2,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE063M:Plauen,2012,0.33,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2000,3.16,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2003,6.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2004,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2005,2.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2007,1.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2008,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2009,8.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE069M:Rosenheim,2010,4.03,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,1986,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,1987,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,1988,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,1991,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,1992,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,1999,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,2006,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,2007,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,2010,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,2011,2.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE073M:Offenburg,2012,0.5,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE074M:Görlitz,2007,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE079M:Wetzlar,1988,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE079M:Wetzlar,1998,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE079M:Wetzlar,2008,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE079M:Wetzlar,2011,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE079M:Wetzlar,2012,1.19,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,1990,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,1992,1.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,1993,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,1994,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,1996,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,1998,0.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,2000,1.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,2003,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,2007,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,2011,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE507M:Aachen,2012,0.4,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE510M:Lübeck,1991,2.86,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE510M:Lübeck,2004,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE510M:Lübeck,2010,0.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE510M:Lübeck,2011,3.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE510M:Lübeck,2012,8.04,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,1996,2.66,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,1999,3.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,2000,3.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,2006,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,2007,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,2010,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,AVI:Aviation,DE513M:Kassel,2011,2,
