DATAFLOW,LAST UPDATE,freq,unit,ipc,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1985,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1987,0.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1988,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1989,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1990,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1992,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1994,1.53,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1995,0.87,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1996,1.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1997,2.6,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1998,4.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,1999,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2000,2.03,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2001,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2002,1.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2003,1.47,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2004,3.38,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2005,0.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2006,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2008,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2009,4.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2010,1.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2011,1.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE057M:Gießen,2012,1.07,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE059M:Bayreuth,2002,3.76,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE059M:Bayreuth,2004,2.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE059M:Bayreuth,2006,2.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE059M:Bayreuth,2007,2.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE061M:Aschaffenburg,2009,3.78,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE061M:Aschaffenburg,2011,5.57,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE061M:Aschaffenburg,2012,2.37,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,1995,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,1996,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,1997,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,1998,0.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,1999,1.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,2003,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,2005,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,2007,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE063M:Plauen,2011,0.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1987,2.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1988,4.92,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1990,4.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1991,1.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1992,2.03,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1993,3.27,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1995,4.16,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1997,6.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1998,5.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,1999,2.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2000,9.14,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2001,7.82,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2003,3.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2004,6.16,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2005,2.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2006,4.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2007,3.84,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2008,5.64,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2009,2.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2010,3.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2011,5.66,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE069M:Rosenheim,2012,6.28,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1979,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1982,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1985,0.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1989,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1991,0.58,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1992,0.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1995,1.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1996,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1997,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1998,4.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,1999,1.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2000,3.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2001,3.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2002,2.7,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2003,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2004,6.62,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2005,1.54,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2006,0.92,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2007,1.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2008,4.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2009,2.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2011,3.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE073M:Offenburg,2012,1.75,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,1991,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,1997,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,2001,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,2003,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,2005,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,2008,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,2010,0.14,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE074M:Görlitz,2011,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE077M:Schweinfurt,2006,2.59,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE077M:Schweinfurt,2011,2.22,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1984,0.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1985,0.2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1995,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1996,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1997,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1998,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,1999,2.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2000,7.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2001,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2002,4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2003,3.32,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2004,3.53,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2005,4.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2006,0.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2007,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2009,3.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2010,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2011,3.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE079M:Wetzlar,2012,3.8,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE083M:Braunschweig-Salzgitter-Wolfsburg,1998,12.37,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE084M_10:Mannheim-Ludwigshafen (NUTS 2010),1998,4.3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE084M_10:Mannheim-Ludwigshafen (NUTS 2010),2000,8.69,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE084M_10:Mannheim-Ludwigshafen (NUTS 2010),2002,19.83,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE084M_10:Mannheim-Ludwigshafen (NUTS 2010),2006,13.92,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,1996,1.63,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2001,2.62,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2002,0.51,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2005,0.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2006,3.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2009,1.15,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2010,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE504M:Münster,2012,2.75,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1978,0.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1979,0.33,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1981,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1982,0.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1984,2.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1987,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1988,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1989,4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1990,4.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1991,2,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1992,0.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1993,4.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1994,3.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1995,7.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1996,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1997,5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1998,6.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,1999,32.42,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2000,35.95,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2001,57.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2002,76.63,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2003,86.54,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2004,72.74,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2005,71.05,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2006,12.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2007,6.27,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2008,8.67,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2009,11.82,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2010,6.08,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2011,5.79,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE507M:Aachen,2012,4.1,p
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE510M:Lübeck,2002,3,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE510M:Lübeck,2003,1.39,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE510M:Lübeck,2005,1.13,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE510M:Lübeck,2006,4.22,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE510M:Lübeck,2009,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE510M:Lübeck,2011,2.17,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE513M:Kassel,1989,0.66,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE513M:Kassel,1999,1.5,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE513M:Kassel,2009,1.25,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE517M:Osnabrück,1990,1.75,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE517M:Osnabrück,1993,0.4,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE517M:Osnabrück,2000,1,
ESTAT:MET_PAT_EPTEC(1.0),19/07/18 23:00:00,A:Annual,NR:Number,CAB:Computer and automated business equipment,DE517M:Osnabrück,2002,5.33,
